GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD05,HD02_VD05,HD01_VD08,HD02_VD08
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - White alone,Margin of Error; Total: - White alone,Estimate; Total: - Black or African American alone,Margin of Error; Total: - Black or African American alone,Estimate; Total: - Asian alone,Margin of Error; Total: - Asian alone,Estimate; Total: - Two or more races:,Margin of Error; Total: - Two or more races:
9700000US4214100,4214100,"Lower Dauphin School District, Pennsylvania",24888,29,23483,549,378,249,372,258,469,348
9700000US4214160,4214160,"Lower Merion School District, Pennsylvania",62298,47,53137,694,3400,506,3967,493,1552,334
9700000US4214190,4214190,"Lower Moreland Township School District, Pennsylvania",13055,39,11504,361,132,117,1300,338,119,87
9700000US4214250,4214250,"Methacton School District, Pennsylvania",35371,72,28586,704,2053,511,4080,521,511,245
9700000US4214310,4214310,"Loyalsock Township School District, Pennsylvania",11109,26,10372,289,236,167,316,187,108,90
9700000US4214430,4214430,"Mahanoy Area School District, Pennsylvania",11556,271,9089,397,2057,245,40,28,283,91
9700000US4214460,4214460,"Line Mountain School District, Pennsylvania",8685,306,8553,297,29,29,34,29,19,11
9700000US4214550,4214550,"Manheim Central School District, Pennsylvania",24456,32,23338,379,229,173,257,247,417,186
9700000US4214580,4214580,"Manheim Township School District, Pennsylvania",38450,62,34436,551,819,258,1596,351,694,251
9700000US4214730,4214730,"Marion Center Area School District, Pennsylvania",10365,327,10276,319,14,17,3,5,46,21
9700000US4214760,4214760,"Marple Newtown School District, Pennsylvania",35725,52,32650,556,733,280,2084,501,205,106
9700000US4214790,4214790,"Mars Area School District, Pennsylvania",19314,286,18682,369,63,45,388,194,145,102
9700000US4214850,4214850,"Central Fulton School District, Pennsylvania",6433,235,6210,231,160,48,12,12,43,34
9700000US4214880,4214880,"McGuffey School District, Pennsylvania",12916,310,12726,307,29,18,16,12,92,44
9700000US4214940,4214940,"McKeesport Area School District, Pennsylvania",31242,231,23650,531,6229,539,142,139,1080,249
9700000US4215030,4215030,"Mechanicsburg Area School District, Pennsylvania",28806,137,26025,552,1061,390,667,292,750,253
9700000US4215120,4215120,"Mercer Area School District, Pennsylvania",10624,310,9669,343,727,148,28,27,120,46
9700000US4215150,4215150,"Meyersdale Area School District, Pennsylvania",7238,272,7184,268,16,19,6,9,27,21
9700000US4215170,4215170,"Mid Valley School District, Pennsylvania",15311,21,14775,259,273,235,110,101,87,47
9700000US4215210,4215210,"Midd-West School District, Pennsylvania",16913,500,16688,495,94,70,8,11,92,60
9700000US4215240,4215240,"Middletown Area School District, Pennsylvania",18283,189,15317,492,1553,451,526,250,630,306
9700000US4215270,4215270,"Midland Borough School District, Pennsylvania",2619,20,1886,202,445,123,66,95,128,78
9700000US4215290,4215290,"Mifflin County School District, Pennsylvania",43549,124,42536,131,282,68,169,27,432,77
9700000US4215330,4215330,"Millcreek Township School District, Pennsylvania",53780,53,50193,494,1363,405,794,253,1028,284
9700000US4215360,4215360,"Millersburg Area School District, Pennsylvania",6696,34,6561,84,67,48,20,32,13,19
9700000US4215450,4215450,"Millville Area School District, Pennsylvania",5472,227,5454,224,0,15,3,7,2,3
9700000US4215480,4215480,"Milton Area School District, Pennsylvania",16800,245,16397,292,139,131,78,92,95,79
9700000US4215510,4215510,"Minersville Area School District, Pennsylvania",8803,241,8619,254,16,24,9,14,103,67
9700000US4215540,4215540,"Mohawk Area School District, Pennsylvania",10739,262,10613,282,10,9,1,4,56,45
9700000US4215600,4215600,"Monessen City School District, Pennsylvania",7682,22,6139,327,1190,255,22,38,295,179
9700000US4215660,4215660,"Montgomery Area School District, Pennsylvania",7628,245,7025,253,373,93,26,30,159,64
9700000US4215720,4215720,"Montour School District, Pennsylvania",25684,79,23546,578,795,332,785,396,391,179
9700000US4215750,4215750,"Montoursville Area School District, Pennsylvania",13261,222,12840,241,129,87,56,46,172,102
9700000US4215810,4215810,"Montrose Area School District, Pennsylvania",11868,356,11645,348,61,28,18,13,103,59
9700000US4215830,4215830,"Moon Area School District, Pennsylvania",27243,33,24750,419,1263,389,743,177,384,144
9700000US4215900,4215900,"Morrisville Borough School District, Pennsylvania",8731,23,5865,473,1813,472,81,108,663,347
9700000US4215960,4215960,"Moshannon Valley School District, Pennsylvania",8893,274,7413,332,1180,156,48,32,126,61
9700000US4215990,4215990,"Mount Carmel Area School District, Pennsylvania",12544,139,12379,165,44,55,42,59,53,52
9700000US4216020,4216020,"Mount Union Area School District, Pennsylvania",9978,457,9584,465,214,112,47,40,128,60
9700000US4216050,4216050,"Mountain View School District, Pennsylvania",8561,418,8361,402,78,54,30,22,51,25
9700000US4216110,4216110,"Mt. Lebanon School District, Pennsylvania",33072,43,30540,494,428,258,1256,294,760,368
9700000US4216170,4216170,"Mount Pleasant Area School District, Pennsylvania",17836,284,17493,291,61,51,105,86,130,131
9700000US4216200,4216200,"Muhlenberg School District, Pennsylvania",23615,35,20999,603,545,182,418,210,726,400
9700000US4216230,4216230,"Muncy School District, Pennsylvania",7145,306,6852,317,65,66,11,18,127,75
9700000US4216290,4216290,"Greater Nanticoke Area School District, Pennsylvania",18918,300,17721,355,768,172,139,111,202,84
9700000US4216380,4216380,"Nazareth Area School District, Pennsylvania",27958,156,26570,553,542,418,478,263,245,128
9700000US4216410,4216410,"Neshaminy School District, Pennsylvania",70814,332,64410,739,3165,606,2078,483,703,242
9700000US4216440,4216440,"Neshannock Township School District, Pennsylvania",9550,27,9165,224,122,100,86,74,155,134
9700000US4216500,4216500,"Woodland Hills School District, Pennsylvania",47159,505,32687,814,12747,796,625,278,872,229
9700000US4216530,4216530,"New Brighton Area School District, Pennsylvania",10851,170,9819,345,552,249,18,27,418,157
9700000US4216620,4216620,"New Castle Area School District, Pennsylvania",24193,203,20024,382,3022,318,97,82,782,260
9700000US4216740,4216740,"New Kensington-Arnold School District, Pennsylvania",18174,29,14021,490,2763,476,109,115,1113,272
9700000US4216860,4216860,"New Hope-Solebury School District, Pennsylvania",11202,21,10627,240,33,30,430,220,65,64
9700000US4216890,4216890,"Newport School District, Pennsylvania",7465,274,7241,263,81,51,34,33,89,53
9700000US4216980,4216980,"Norristown Area School District, Pennsylvania",63870,33,44217,1126,14344,1000,2717,632,1383,328
9700000US4217010,4217010,"North Allegheny School District, Pennsylvania",50687,63,46005,550,866,327,3104,433,346,178
9700000US4217100,4217100,"Moniteau School District, Pennsylvania",9475,232,9322,241,20,14,6,9,112,48
9700000US4217130,4217130,"North Clarion County School District, Pennsylvania",4843,307,4800,303,25,29,0,10,18,22
9700000US4217160,4217160,"North East School District, Pennsylvania",10644,45,10369,126,115,73,34,28,104,77
9700000US4217220,4217220,"North Hills School District, Pennsylvania",37888,26,35782,474,756,273,778,282,397,160
9700000US4217280,4217280,"North Penn School District, Pennsylvania",98929,91,77714,1117,5374,886,13314,785,1640,397
9700000US4217310,4217310,"North Pocono School District, Pennsylvania",20690,514,20237,529,125,69,61,40,217,103
9700000US4217370,4217370,"Northampton Area School District, Pennsylvania",41762,140,39652,459,711,305,534,256,490,183
9700000US4217430,4217430,"Riverside Beaver County School District, Pennsylvania",10535,156,10313,213,52,38,134,103,25,38
9700000US4217460,4217460,"Northeast Bradford School District, Pennsylvania",5609,334,5444,335,1,3,47,36,107,54
9700000US4217520,4217520,"Northeastern York School District, Pennsylvania",23367,466,21255,720,1138,475,201,182,525,195
9700000US4217580,4217580,"Northern Bedford County School District, Pennsylvania",6966,269,6866,259,32,31,5,7,52,38
9700000US4217610,4217610,"Northern Cambria School District, Pennsylvania",7774,189,7735,194,18,27,0,15,19,21
9700000US4217640,4217640,"Northern Lebanon School District, Pennsylvania",17170,209,16292,316,226,138,91,81,228,112
9700000US4217670,4217670,"Northern Lehigh School District, Pennsylvania",12998,164,12649,229,164,128,26,32,95,66
9700000US4217700,4217700,"Northern Potter School District, Pennsylvania",4582,205,4471,203,20,16,3,4,80,50
9700000US4217730,4217730,"Northern Tioga School District, Pennsylvania",14244,1050,14002,1015,57,58,24,18,130,108
9700000US4217760,4217760,"Northern York County School District, Pennsylvania",21329,157,20580,374,107,75,258,182,278,237
9700000US4217770,4217770,"Northgate School District, Pennsylvania",13050,35,11280,310,977,255,189,144,417,170
9700000US4217790,4217790,"Northwest Area School District, Pennsylvania",9156,318,9010,312,47,36,12,14,52,44
9700000US4217850,4217850,"Northwestern Lehigh School District, Pennsylvania",14925,142,14354,270,159,169,136,87,240,129
9700000US4217880,4217880,"Northwestern School District, Pennsylvania",12027,215,10553,270,1108,149,53,44,159,71
9700000US4217940,4217940,"Norwin School District, Pennsylvania",35650,214,34825,295,190,106,344,158,280,152
9700000US4218030,4218030,"Octorara Area School District, Pennsylvania",17640,322,16276,426,856,300,101,51,215,106
9700000US4218090,4218090,"Oil City Area School District, Pennsylvania",15006,230,14466,247,141,51,89,45,290,95
9700000US4218120,4218120,"Old Forge School District, Pennsylvania",8299,18,8129,117,50,70,79,86,41,41
9700000US4218150,4218150,"Oley Valley School District, Pennsylvania",13347,255,13171,284,84,68,65,77,15,12
9700000US4218210,4218210,"Oswayo Valley School District, Pennsylvania",3125,247,3111,245,5,7,0,10,9,10
9700000US4218240,4218240,"Otto-Eldred School District, Pennsylvania",4089,255,3979,240,20,25,27,22,34,30
9700000US4218270,4218270,"Owen J. Roberts School District, Pennsylvania",32968,230,30606,580,1219,352,557,224,476,239
9700000US4218300,4218300,"Oxford Area School District, Pennsylvania",25894,238,23017,545,1745,467,90,52,611,200
9700000US4218330,4218330,"Palisades School District, Pennsylvania",14941,124,14504,230,177,161,164,97,63,34
9700000US4218360,4218360,"Palmerton Area School District, Pennsylvania",14047,204,13856,232,50,58,27,44,83,108
9700000US4218390,4218390,"Palmyra Area School District, Pennsylvania",22601,29,21577,267,110,88,416,181,450,214
9700000US4218450,4218450,"Panther Valley School District, Pennsylvania",12649,213,12049,284,236,125,13,15,135,90
9700000US4218510,4218510,"Parkland School District, Pennsylvania",56031,44,49440,818,1531,583,3304,416,1124,399
9700000US4218570,4218570,"Pen Argyl Area School District, Pennsylvania",12444,23,12140,129,102,87,35,56,73,54
9700000US4218580,4218580,"Penn-Delco School District, Pennsylvania",26944,130,25155,509,972,428,431,184,351,150
9700000US4218590,4218590,"Penn Hills School District, Pennsylvania",42444,91,25613,747,15139,857,293,168,1060,363
9700000US4218630,4218630,"Penn Manor School District, Pennsylvania",41562,87,38056,626,1677,492,704,207,560,229
9700000US4218660,4218660,"Penn-Trafford School District, Pennsylvania",25683,394,25336,419,190,173,58,63,88,73
9700000US4218740,4218740,"Penncrest School District, Pennsylvania",24553,353,23761,373,366,91,44,33,234,77
9700000US4218750,4218750,"Pennridge School District, Pennsylvania",48822,295,46704,452,452,180,755,280,732,246
9700000US4218780,4218780,"Penns Manor Area School District, Pennsylvania",5753,250,5633,260,24,18,15,19,57,42
9700000US4218810,4218810,"Penns Valley Area School District, Pennsylvania",12714,387,12552,391,20,18,85,62,46,34
9700000US4218840,4218840,"Pennsbury School District, Pennsylvania",71015,209,63330,683,2324,491,3501,530,1081,293
9700000US4218900,4218900,"Pequea Valley School District, Pennsylvania",21585,23,21202,165,120,92,29,31,143,82
9700000US4218930,4218930,"Perkiomen Valley School District, Pennsylvania",38192,114,32268,621,3586,529,1455,363,740,253
9700000US4218960,4218960,"Peters Township School District, Pennsylvania",21417,23,20693,189,75,70,392,144,172,88
9700000US4218990,4218990,"Philadelphia City School District, Pennsylvania",1536704,*****,637842,3485,665332,2885,99962,1216,38949,2361
9700000US4219020,4219020,"Philipsburg-Osceola Area School District, Pennsylvania",15621,357,14864,366,241,65,190,100,209,92
9700000US4219050,4219050,"Phoenixville Area School District, Pennsylvania",32187,28,28158,605,1659,279,1339,369,508,272
9700000US4219140,4219140,"Pine Grove Area School District, Pennsylvania",11779,272,11548,270,28,27,137,139,55,42
9700000US4219170,4219170,"Pittsburgh School District, Pennsylvania",309457,63,204924,1612,78634,1582,14467,718,9079,846
9700000US4219200,4219200,"Pittston Area School District, Pennsylvania",27897,164,27056,473,136,75,145,124,378,207
9700000US4219290,4219290,"Pleasant Valley School District, Pennsylvania",33703,190,30782,633,1710,536,359,255,478,222
9700000US4219350,4219350,"Plum Borough School District, Pennsylvania",27257,32,25507,509,1014,395,450,327,243,136
9700000US4219470,4219470,"Colonial School District, Pennsylvania",41835,40,36514,663,2351,530,2076,385,674,223
9700000US4219500,4219500,"Pocono Mountain School District, Pennsylvania",64239,29,47355,1390,11339,1176,1215,308,2387,654
9700000US4219530,4219530,"Port Allegany School District, Pennsylvania",5840,265,5798,265,4,12,15,20,23,16
9700000US4219560,4219560,"Portage Area School District, Pennsylvania",6379,54,6352,62,19,27,0,15,8,11
9700000US4219650,4219650,"Pottsgrove School District, Pennsylvania",21295,59,19003,382,1492,323,218,106,494,186
9700000US4219680,4219680,"Pottstown School District, Pennsylvania",22442,28,17083,661,4228,607,48,41,641,200
9700000US4219710,4219710,"Pottsville Area School District, Pennsylvania",19926,282,18432,408,696,270,141,84,553,171
9700000US4219800,4219800,"Punxsutawney Area School District, Pennsylvania",21100,392,20630,421,95,88,41,29,246,61
9700000US4219830,4219830,"Purchase Line School District, Pennsylvania",7185,220,7028,234,48,67,10,12,74,82
9700000US4219860,4219860,"Quaker Valley School District, Pennsylvania",13747,264,12567,333,546,191,292,124,257,84
9700000US4219890,4219890,"Quakertown Community School District, Pennsylvania",36316,324,34347,626,568,283,584,231,479,174
9700000US4219920,4219920,"Radnor Township School District, Pennsylvania",31482,28,26973,551,1616,362,2229,361,449,162
9700000US4220040,4220040,"Reading School District, Pennsylvania",87978,39,47189,1833,11165,953,950,218,5679,867
9700000US4220100,4220100,"Red Lion Area School District, Pennsylvania",38445,262,36688,621,755,426,397,232,354,135
9700000US4220130,4220130,"Redbank Valley School District, Pennsylvania",8223,370,8119,370,35,32,8,8,45,25
9700000US4220220,4220220,"Reynolds School District, Pennsylvania",9547,329,9332,322,17,23,0,15,117,80
9700000US4220250,4220250,"Richland School District, Pennsylvania",14683,172,14127,241,114,58,240,116,115,88
9700000US4220310,4220310,"Ridgway Area School District, Pennsylvania",6784,177,6624,178,29,16,72,61,7,13
9700000US4220370,4220370,"Ridley School District, Pennsylvania",40310,209,36322,647,1965,541,932,292,687,197
9700000US4220400,4220400,"Ringgold School District, Pennsylvania",26180,199,24341,409,1219,319,187,109,401,119
9700000US4220430,4220430,"Riverview School District, Pennsylvania",8625,189,8351,225,210,132,22,36,42,29
9700000US4220460,4220460,"Rochester Area School District, Pennsylvania",7015,128,6205,283,635,283,0,15,175,97
9700000US4220520,4220520,"Rockwood Area School District, Pennsylvania",5765,250,5656,240,2,7,34,37,56,44
9700000US4220550,4220550,"Rose Tree Media School District, Pennsylvania",35397,50,31375,630,1486,349,1774,481,643,211
9700000US4220580,4220580,"South Fayette Township School District, Pennsylvania",14677,22,13265,342,217,135,972,284,139,97
9700000US4220640,4220640,"St. Marys Area School District, Pennsylvania",19017,189,18679,216,146,42,65,41,51,38
9700000US4220730,4220730,"Salisbury Township School District, Pennsylvania",13582,40,11968,544,646,450,218,158,123,110
9700000US4220760,4220760,"Salisbury-Elk Lick School District, Pennsylvania",2952,182,2939,178,4,10,0,10,6,9
9700000US4220850,4220850,"Sayre Area School District, Pennsylvania",8084,237,7911,242,57,56,67,57,38,38
9700000US4220910,4220910,"Schuylkill Haven Area School District, Pennsylvania",8283,122,8236,113,4,5,6,8,5,8
9700000US4220970,4220970,"Schuylkill Valley School District, Pennsylvania",14971,314,13659,453,510,163,41,45,303,132
9700000US4221090,4221090,"Scranton School District, Pennsylvania",75982,37,65732,664,4976,509,2292,318,1633,327
9700000US4221120,4221120,"Selinsgrove Area School District, Pennsylvania",22798,500,21855,502,310,94,258,16,169,72
9700000US4221150,4221150,"Yough School District, Pennsylvania",16254,239,16085,254,61,51,41,30,61,43
9700000US4221180,4221180,"Shade-Central City School District, Pennsylvania",3771,141,3691,145,8,13,0,10,61,46
9700000US4221200,4221200,"Shaler Area School District, Pennsylvania",39285,34,38065,384,672,328,133,88,370,141
9700000US4221240,4221240,"Shamokin Area School District, Pennsylvania",20967,314,18656,390,1679,219,54,30,395,136
9700000US4221270,4221270,"Shanksville-Stonycreek School District, Pennsylvania",2967,216,2952,218,0,10,7,8,8,12
9700000US4221330,4221330,"Sharon City School District, Pennsylvania",13930,56,11279,342,1723,231,238,144,503,217
9700000US4221420,4221420,"Sharpsville Area School District, Pennsylvania",7689,104,7516,153,65,86,75,65,33,34
9700000US4221490,4221490,"Shenandoah Valley School District, Pennsylvania",7895,25,7022,306,245,193,0,15,159,101
9700000US4221510,4221510,"Shenango Area School District, Pennsylvania",8186,124,8100,120,51,36,0,15,35,38
9700000US4221540,4221540,"Shikellamy School District, Pennsylvania",22550,240,21774,367,249,110,59,41,226,104
9700000US4221570,4221570,"Shippensburg Area School District, Pennsylvania",28333,348,26589,510,900,285,211,96,499,181
9700000US4221660,4221660,"Slippery Rock Area School District, Pennsylvania",20663,275,19558,355,422,117,374,177,263,96
9700000US4221690,4221690,"Smethport Area School District, Pennsylvania",6007,209,5850,215,98,38,11,11,30,25
9700000US4221810,4221810,"Solanco School District, Pennsylvania",32172,219,31496,374,136,77,15,14,327,201
9700000US4221840,4221840,"Somerset Area School District, Pennsylvania",21086,140,18805,225,1689,180,118,59,258,108
9700000US4221870,4221870,"Souderton Area School District, Pennsylvania",45636,198,41835,551,1280,323,1736,514,435,147
9700000US4221910,4221910,"South Allegheny School District, Pennsylvania",11814,77,11406,196,172,113,66,62,162,111
9700000US4221930,4221930,"South Butler County School District, Pennsylvania",18472,194,18152,200,43,62,135,75,103,55
9700000US4222050,4222050,"South Middleton School District, Pennsylvania",14771,51,14031,298,215,219,112,65,376,194
9700000US4222060,4222060,"South Park School District, Pennsylvania",13469,25,12714,311,425,271,241,141,80,74
9700000US4222140,4222140,"South Williamsport Area School District, Pennsylvania",9282,126,9132,155,22,17,11,19,117,87
9700000US4222170,4222170,"South Eastern School District, Pennsylvania",19616,343,18902,368,316,138,103,71,253,132
9700000US4222200,4222200,"Southeastern Greene School District, Pennsylvania",4445,213,4343,206,5,5,7,10,80,62
9700000US4222230,4222230,"South Side Area School District, Pennsylvania",6875,179,6563,196,67,59,15,23,224,181
9700000US4222260,4222260,"Southern Columbia Area School District, Pennsylvania",10298,231,10135,233,97,74,7,7,44,38
9700000US4222290,4222290,"Southern Fulton School District, Pennsylvania",5423,199,5299,195,32,27,6,5,55,24
9700000US4222320,4222320,"Southern Huntingdon County School District, Pennsylvania",7502,328,7470,332,6,8,0,15,15,12
9700000US4222350,4222350,"Southern Lehigh School District, Pennsylvania",21236,184,19801,477,154,87,700,323,160,102
9700000US4222370,4222370,"Southern Tioga School District, Pennsylvania",16099,527,15574,499,242,147,102,42,143,114
9700000US4222380,4222380,"Southern York County School District, Pennsylvania",20624,216,19828,322,246,156,226,159,175,104
9700000US4222400,4222400,"Southeast Delco School District, Pennsylvania",30370,62,17249,723,11404,642,850,400,725,285
9700000US4222410,4222410,"Southmoreland School District, Pennsylvania",15103,264,14509,378,237,162,157,162,184,131
9700000US4222440,4222440,"Seneca Valley School District, Pennsylvania",47384,254,45792,417,344,122,708,233,455,166
9700000US4222470,4222470,"South Western School District, Pennsylvania",26900,35,25632,369,238,167,326,150,465,247
9700000US4222530,4222530,"Spring Cove School District, Pennsylvania",14186,296,13794,383,244,241,56,46,78,36
9700000US4222560,4222560,"Spring-Ford Area School District, Pennsylvania",47775,38,42637,743,1587,491,2369,502,1051,349
9700000US4222590,4222590,"Spring Grove Area School District, Pennsylvania",27752,396,26577,449,546,211,177,103,261,126
9700000US4222600,4222600,"Springfield School District, Pennsylvania",26917,45,24612,341,1089,201,927,295,241,116
9700000US4222620,4222620,"Springfield Township School District, Pennsylvania",19483,54,15939,434,2197,346,611,233,377,133
9700000US4222710,4222710,"Saint Clair Area School District, Pennsylvania",6746,191,6605,223,59,80,28,39,52,32
9700000US4222740,4222740,"Tuscarora School District, Pennsylvania",18299,195,17556,272,366,150,12,19,326,138
9700000US4222770,4222770,"State College Area School District, Pennsylvania",92325,72,78287,480,3302,370,7678,406,2056,472
9700000US4222790,4222790,"Steel Valley School District, Pennsylvania",16333,184,12398,321,3360,294,140,149,358,172
9700000US4222800,4222800,"Steelton-Highspire School District, Pennsylvania",8342,278,4378,383,2861,411,55,62,794,276
9700000US4222830,4222830,"Sto-Rox School District, Pennsylvania",12444,26,8794,390,2824,372,35,39,674,246
9700000US4222860,4222860,"Stroudsburg Area School District, Pennsylvania",34341,181,27835,967,3849,842,1007,300,602,253
9700000US4222920,4222920,"Sullivan County School District, Pennsylvania",6419,*****,6231,77,96,73,12,9,18,24
9700000US4222980,4222980,"Susquehanna Community School District, Pennsylvania",5382,349,5234,346,33,24,13,12,57,32
9700000US4223010,4223010,"Susquehanna Township School District, Pennsylvania",24227,52,16581,698,5552,648,990,312,575,264
9700000US4223040,4223040,"Susquenita School District, Pennsylvania",14934,380,14433,375,90,51,49,47,196,68
9700000US4223220,4223220,"Tamaqua Area School District, Pennsylvania",16674,249,16492,259,24,31,15,22,140,104
9700000US4223250,4223250,"Riverside School District, Pennsylvania",11945,23,11524,237,79,69,56,82,228,192
9700000US4223490,4223490,"Titusville Area School District, Pennsylvania",14452,354,13982,394,134,76,72,35,241,94
9700000US4223550,4223550,"Towanda Area School District, Pennsylvania",11008,372,10662,387,36,25,152,110,128,59
9700000US4223640,4223640,"Tredyffrin-Easttown School District, Pennsylvania",39945,48,34459,594,688,246,3653,526,774,259
9700000US4223700,4223700,"Tri-Valley School District, Pennsylvania",6576,191,6553,194,8,13,14,17,0,15
9700000US4223760,4223760,"Trinity Area School District, Pennsylvania",26076,58,25410,215,383,168,31,30,216,94
9700000US4223790,4223790,"Troy Area School District, Pennsylvania",10738,468,10394,441,123,51,68,34,131,59
9700000US4223820,4223820,"Tulpehocken Area School District, Pennsylvania",12145,257,11699,302,172,89,41,40,127,72
9700000US4223850,4223850,"Tunkhannock Area School District, Pennsylvania",19012,351,18545,351,137,43,90,37,197,62
9700000US4223880,4223880,"Turkeyfoot Valley Area School District, Pennsylvania",3032,260,3000,258,5,10,0,10,25,24
9700000US4223970,4223970,"Tussey Mountain School District, Pennsylvania",7253,334,7169,342,26,26,0,15,52,36
9700000US4224000,4224000,"Twin Valley School District, Pennsylvania",23970,195,22987,330,232,169,302,157,363,136
9700000US4224030,4224030,"Tyrone Area School District, Pennsylvania",12723,261,12473,266,44,34,21,17,141,90
9700000US4224060,4224060,"Union Area School District, Pennsylvania",5514,141,5243,195,227,149,19,31,25,30
9700000US4224090,4224090,"Union City Area School District, Pennsylvania",6703,232,6487,242,34,26,16,19,157,97
9700000US4224120,4224120,"Union School District, Pennsylvania",4338,246,4266,246,32,25,8,11,27,20
9700000US4224150,4224150,"Uniontown Area School District, Pennsylvania",23450,287,21037,499,1847,396,10,20,481,163
9700000US4224210,4224210,"Unionville-Chadds Ford School District, Pennsylvania",23857,327,21482,492,619,158,1369,331,322,159
9700000US4224240,4224240,"United School District, Pennsylvania",7918,272,7799,266,8,8,3,6,99,70
9700000US4224300,4224300,"Upper Adams School District, Pennsylvania",10806,405,9726,364,144,123,29,29,81,51
9700000US4224320,4224320,"Upper Darby School District, Pennsylvania",90515,234,50500,1096,25417,1069,10803,793,2152,411
9700000US4224360,4224360,"Upper Dauphin Area School District, Pennsylvania",9730,328,9521,326,69,49,19,20,104,55
9700000US4224390,4224390,"Upper Dublin School District, Pennsylvania",25903,44,21658,500,1646,349,2042,267,525,160
9700000US4224480,4224480,"Upper Merion Area School District, Pennsylvania",34302,89,26082,628,2491,479,4640,520,640,192
9700000US4224510,4224510,"Upper Moreland Township School District, Pennsylvania",24108,37,20836,556,1531,467,972,295,579,224
9700000US4224540,4224540,"Upper Perkiomen School District, Pennsylvania",22438,130,21690,361,237,127,99,69,159,82
9700000US4224570,4224570,"Upper Saint Clair School District, Pennsylvania",19272,30,17825,351,55,30,1026,330,347,147
9700000US4224630,4224630,"Valley Grove School District, Pennsylvania",6711,121,6533,181,21,25,9,13,127,140
9700000US4224650,4224650,"Valley View School District, Pennsylvania",18248,22,17715,207,51,33,275,205,118,92
9700000US4224750,4224750,"Wallenpaupack Area School District, Pennsylvania",24996,377,23381,555,665,206,439,198,267,143
9700000US4224790,4224790,"Wallingford-Swarthmore School District, Pennsylvania",21623,188,18775,428,1089,334,1062,240,604,178
9700000US4224820,4224820,"Warren County School District, Pennsylvania",38314,262,37553,252,185,42,136,50,320,65
9700000US4224870,4224870,"Warrior Run School District, Pennsylvania",17549,395,14694,677,2058,432,97,67,232,80
9700000US4224960,4224960,"Warwick School District, Pennsylvania",31091,29,29468,575,472,277,484,447,308,135
9700000US4224970,4224970,"Wayne Highlands School District, Pennsylvania",21215,430,20820,429,116,83,25,30,154,61
9700000US4224990,4224990,"Washington School District, Pennsylvania",15758,157,12735,335,2185,320,55,49,740,195
9700000US4225080,4225080,"Wattsburg Area School District, Pennsylvania",10415,263,10228,245,61,38,13,17,81,47
9700000US4225110,4225110,"Waynesboro Area School District, Pennsylvania",32458,283,30467,516,1177,321,415,198,260,109
9700000US4225140,4225140,"Weatherly Area School District, Pennsylvania",5011,260,4824,260,43,63,45,48,67,43
9700000US4225170,4225170,"Wellsboro Area School District, Pennsylvania",11914,1286,11604,1240,46,30,70,52,169,243
9700000US4225200,4225200,"West Allegheny School District, Pennsylvania",20450,131,19667,284,276,131,149,104,249,138
9700000US4225230,4225230,"West Branch Area School District, Pennsylvania",7553,271,7433,214,81,118,0,15,33,35
9700000US4225290,4225290,"West Chester Area School District, Pennsylvania",109527,70,95460,1082,6231,831,5326,593,1742,398
9700000US4225440,4225440,"West Greene School District, Pennsylvania",5039,252,4987,249,17,15,8,7,25,21
9700000US4225590,4225590,"West Jefferson Hills School District, Pennsylvania",19913,202,19228,297,326,194,159,122,144,89
9700000US4225650,4225650,"West Middlesex Area School District, Pennsylvania",7372,158,7314,163,0,15,7,9,31,28
9700000US4225680,4225680,"West Mifflin Area School District, Pennsylvania",21618,79,18993,423,2058,341,35,45,481,298
9700000US4225740,4225740,"West Perry School District, Pennsylvania",18924,341,18523,337,138,67,18,16,175,78
9700000US4225830,4225830,"West Shore School District, Pennsylvania",62817,383,56918,750,2618,376,1097,325,1287,241
9700000US4225950,4225950,"Wyoming Valley West School District, Pennsylvania",42092,91,39421,459,1397,389,519,185,572,218
9700000US4225980,4225980,"West York Area School District, Pennsylvania",23589,108,19987,624,1550,478,513,203,954,258
9700000US4226010,4226010,"Mifflinburg Area School District, Pennsylvania",16415,155,16069,307,211,243,38,41,85,54
9700000US4226040,4226040,"Western Beaver County School District, Pennsylvania",5476,111,5257,134,123,74,4,5,86,50
9700000US4226070,4226070,"Western Wayne School District, Pennsylvania",19026,311,16865,409,1495,234,168,85,255,82
9700000US4226130,4226130,"Westmont Hilltop School District, Pennsylvania",12803,106,12251,211,192,145,172,98,71,50
9700000US4226250,4226250,"Whitehall-Coplay School District, Pennsylvania",30094,60,24283,638,2030,546,1764,364,602,206
9700000US4226300,4226300,"Wilkes-Barre Area School District, Pennsylvania",59727,157,49295,874,5803,599,1054,237,1424,309
9700000US4226370,4226370,"Wilkinsburg Borough School District, Pennsylvania",15943,25,4915,388,9934,434,211,158,774,229
9700000US4226390,4226390,"William Penn School District, Pennsylvania",42133,38,11979,669,28417,750,666,223,702,190
9700000US4226400,4226400,"Williams Valley School District, Pennsylvania",6887,301,6736,303,23,21,0,15,74,62
9700000US4226430,4226430,"Williamsburg Community School District, Pennsylvania",3850,209,3785,219,30,50,0,10,2,3
