GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01
Id,Id2,Geography,Total; Estimate; Total civilian noninstitutionalized population,Total; Margin of Error; Total civilian noninstitutionalized population,With a disability; Estimate; Total civilian noninstitutionalized population,With a disability; Margin of Error; Total civilian noninstitutionalized population,Percent with a disability; Estimate; Total civilian noninstitutionalized population,Percent with a disability; Margin of Error; Total civilian noninstitutionalized population
9700000US4220130,4220130,"Redbank Valley School District, Pennsylvania",8206,370,1440,130,17.5,1.4
9700000US4220220,4220220,"Reynolds School District, Pennsylvania",9246,339,2164,311,23.4,3.1
9700000US4220250,4220250,"Richland School District, Pennsylvania",14418,248,2104,271,14.6,1.8
9700000US4220310,4220310,"Ridgway Area School District, Pennsylvania",6719,181,993,158,14.8,2.3
9700000US4220370,4220370,"Ridley School District, Pennsylvania",40253,213,5587,497,13.9,1.2
9700000US4220400,4220400,"Ringgold School District, Pennsylvania",26004,202,4316,398,16.6,1.5
9700000US4220430,4220430,"Riverview School District, Pennsylvania",8395,201,1157,183,13.8,2.2
9700000US4220460,4220460,"Rochester Area School District, Pennsylvania",6950,137,1174,215,16.9,3.1
9700000US4220520,4220520,"Rockwood Area School District, Pennsylvania",5758,251,861,102,15.0,1.9
9700000US4220550,4220550,"Rose Tree Media School District, Pennsylvania",34164,168,4211,356,12.3,1.0
9700000US4220580,4220580,"South Fayette Township School District, Pennsylvania",14368,127,1305,191,9.1,1.3
9700000US4220640,4220640,"St. Marys Area School District, Pennsylvania",18774,201,2777,313,14.8,1.6
9700000US4220730,4220730,"Salisbury Township School District, Pennsylvania",13266,155,1508,223,11.4,1.7
9700000US4220760,4220760,"Salisbury-Elk Lick School District, Pennsylvania",2947,180,477,69,16.2,2.1
9700000US4220850,4220850,"Sayre Area School District, Pennsylvania",8033,238,1199,222,14.9,2.7
9700000US4220910,4220910,"Schuylkill Haven Area School District, Pennsylvania",8262,126,1237,191,15.0,2.3
9700000US4220970,4220970,"Schuylkill Valley School District, Pennsylvania",12822,591,1560,202,12.2,1.5
9700000US4221090,4221090,"Scranton School District, Pennsylvania",73738,288,11496,621,15.6,0.8
9700000US4221120,4221120,"Selinsgrove Area School District, Pennsylvania",22469,518,2423,263,10.8,1.1
9700000US4221150,4221150,"Yough School District, Pennsylvania",16249,239,2871,322,17.7,1.9
9700000US4221180,4221180,"Shade-Central City School District, Pennsylvania",3764,142,722,98,19.2,2.5
9700000US4221200,4221200,"Shaler Area School District, Pennsylvania",39255,53,5141,570,13.1,1.5
9700000US4221240,4221240,"Shamokin Area School District, Pennsylvania",17710,436,3476,318,19.6,1.7
9700000US4221270,4221270,"Shanksville-Stonycreek School District, Pennsylvania",2967,216,347,66,11.7,2.3
9700000US4221330,4221330,"Sharon City School District, Pennsylvania",13797,71,2807,291,20.3,2.1
9700000US4221420,4221420,"Sharpsville Area School District, Pennsylvania",7657,115,1041,171,13.6,2.2
9700000US4221490,4221490,"Shenandoah Valley School District, Pennsylvania",7676,111,1605,250,20.9,3.2
9700000US4221510,4221510,"Shenango Area School District, Pennsylvania",8119,131,994,172,12.2,2.1
9700000US4221540,4221540,"Shikellamy School District, Pennsylvania",22020,292,3483,300,15.8,1.3
9700000US4221570,4221570,"Shippensburg Area School District, Pennsylvania",28174,362,2516,270,8.9,1.0
9700000US4221660,4221660,"Slippery Rock Area School District, Pennsylvania",20543,272,2074,201,10.1,1.0
9700000US4221690,4221690,"Smethport Area School District, Pennsylvania",5635,226,829,119,14.7,2.0
9700000US4221810,4221810,"Solanco School District, Pennsylvania",32008,238,3006,329,9.4,1.0
9700000US4221840,4221840,"Somerset Area School District, Pennsylvania",17446,312,2635,290,15.1,1.6
9700000US4221870,4221870,"Souderton Area School District, Pennsylvania",45204,207,3481,362,7.7,0.8
9700000US4221910,4221910,"South Allegheny School District, Pennsylvania",11782,79,1848,219,15.7,1.8
9700000US4221930,4221930,"South Butler County School District, Pennsylvania",18127,206,2250,260,12.4,1.4
9700000US4222050,4222050,"South Middleton School District, Pennsylvania",14600,101,1488,250,10.2,1.7
9700000US4222060,4222060,"South Park School District, Pennsylvania",13398,56,1443,239,10.8,1.8
9700000US4222140,4222140,"South Williamsport Area School District, Pennsylvania",9257,132,1245,192,13.4,2.1
9700000US4222170,4222170,"South Eastern School District, Pennsylvania",19611,342,2526,323,12.9,1.6
9700000US4222200,4222200,"Southeastern Greene School District, Pennsylvania",4445,213,1025,151,23.1,3.5
9700000US4222230,4222230,"South Side Area School District, Pennsylvania",6865,177,869,148,12.7,2.1
9700000US4222260,4222260,"Southern Columbia Area School District, Pennsylvania",10298,231,1192,153,11.6,1.5
9700000US4222290,4222290,"Southern Fulton School District, Pennsylvania",5402,195,785,103,14.5,1.8
9700000US4222320,4222320,"Southern Huntingdon County School District, Pennsylvania",7455,338,1149,118,15.4,1.4
9700000US4222350,4222350,"Southern Lehigh School District, Pennsylvania",21059,172,1955,258,9.3,1.2
9700000US4222370,4222370,"Southern Tioga School District, Pennsylvania",16058,530,2029,176,12.6,1.2
9700000US4222380,4222380,"Southern York County School District, Pennsylvania",20506,222,2186,269,10.7,1.3
9700000US4222400,4222400,"Southeast Delco School District, Pennsylvania",30355,67,3986,505,13.1,1.7
9700000US4222410,4222410,"Southmoreland School District, Pennsylvania",15061,264,2731,313,18.1,2.1
9700000US4222440,4222440,"Seneca Valley School District, Pennsylvania",47092,268,3700,346,7.9,0.7
9700000US4222470,4222470,"South Western School District, Pennsylvania",26718,74,2850,424,10.7,1.6
9700000US4222530,4222530,"Spring Cove School District, Pennsylvania",13958,294,1995,203,14.3,1.4
9700000US4222560,4222560,"Spring-Ford Area School District, Pennsylvania",47362,204,4012,482,8.5,1.0
9700000US4222590,4222590,"Spring Grove Area School District, Pennsylvania",27718,393,2728,284,9.8,1.0
9700000US4222600,4222600,"Springfield School District, Pennsylvania",26840,70,2558,272,9.5,1.0
9700000US4222620,4222620,"Springfield Township School District, Pennsylvania",18538,243,1635,239,8.8,1.3
9700000US4222710,4222710,"Saint Clair Area School District, Pennsylvania",6742,191,1342,179,19.9,2.7
9700000US4222740,4222740,"Tuscarora School District, Pennsylvania",18299,195,1920,263,10.5,1.4
9700000US4222770,4222770,"State College Area School District, Pennsylvania",91900,155,5894,637,6.4,0.7
9700000US4222790,4222790,"Steel Valley School District, Pennsylvania",16276,194,2424,318,14.9,2.0
9700000US4222800,4222800,"Steelton-Highspire School District, Pennsylvania",8307,282,1062,234,12.8,2.8
9700000US4222830,4222830,"Sto-Rox School District, Pennsylvania",12417,32,2834,337,22.8,2.7
9700000US4222860,4222860,"Stroudsburg Area School District, Pennsylvania",33727,252,4502,718,13.3,2.1
9700000US4222920,4222920,"Sullivan County School District, Pennsylvania",6251,117,1207,115,19.3,1.8
9700000US4222980,4222980,"Susquehanna Community School District, Pennsylvania",5322,334,1175,169,22.1,2.7
9700000US4223010,4223010,"Susquehanna Township School District, Pennsylvania",24056,84,2740,290,11.4,1.2
9700000US4223040,4223040,"Susquenita School District, Pennsylvania",14806,384,1940,214,13.1,1.5
9700000US4223220,4223220,"Tamaqua Area School District, Pennsylvania",16535,247,2991,387,18.1,2.3
9700000US4223250,4223250,"Riverside School District, Pennsylvania",11849,80,2187,407,18.5,3.4
9700000US4223490,4223490,"Titusville Area School District, Pennsylvania",14372,355,2574,241,17.9,1.7
9700000US4223550,4223550,"Towanda Area School District, Pennsylvania",10932,366,1746,199,16.0,1.7
9700000US4223640,4223640,"Tredyffrin-Easttown School District, Pennsylvania",39834,72,2855,324,7.2,0.8
9700000US4223700,4223700,"Tri-Valley School District, Pennsylvania",6536,187,1190,150,18.2,2.3
9700000US4223760,4223760,"Trinity Area School District, Pennsylvania",25717,145,3973,356,15.4,1.4
9700000US4223790,4223790,"Troy Area School District, Pennsylvania",10409,457,1611,204,15.5,1.8
9700000US4223820,4223820,"Tulpehocken Area School District, Pennsylvania",12138,257,1393,189,11.5,1.6
9700000US4223850,4223850,"Tunkhannock Area School District, Pennsylvania",18662,362,3149,298,16.9,1.5
9700000US4223880,4223880,"Turkeyfoot Valley Area School District, Pennsylvania",2996,255,768,165,25.6,4.2
9700000US4223970,4223970,"Tussey Mountain School District, Pennsylvania",7207,337,1515,143,21.0,1.9
9700000US4224000,4224000,"Twin Valley School District, Pennsylvania",23634,212,2045,213,8.7,0.9
9700000US4224030,4224030,"Tyrone Area School District, Pennsylvania",12589,284,1840,217,14.6,1.8
9700000US4224060,4224060,"Union Area School District, Pennsylvania",5496,144,927,145,16.9,2.7
9700000US4224090,4224090,"Union City Area School District, Pennsylvania",6682,228,1164,181,17.4,2.7
9700000US4224120,4224120,"Union School District, Pennsylvania",4234,254,839,96,19.8,2.4
9700000US4224150,4224150,"Uniontown Area School District, Pennsylvania",22972,292,4500,432,19.6,1.9
9700000US4224210,4224210,"Unionville-Chadds Ford School District, Pennsylvania",22282,436,1415,196,6.4,0.9
9700000US4224240,4224240,"United School District, Pennsylvania",7918,272,1251,182,15.8,2.2
9700000US4224300,4224300,"Upper Adams School District, Pennsylvania",10802,405,1475,220,13.7,2.0
9700000US4224320,4224320,"Upper Darby School District, Pennsylvania",90493,232,9924,623,11.0,0.7
9700000US4224360,4224360,"Upper Dauphin Area School District, Pennsylvania",9685,326,1200,130,12.4,1.3
9700000US4224390,4224390,"Upper Dublin School District, Pennsylvania",25626,97,1902,259,7.4,1.0
9700000US4224480,4224480,"Upper Merion Area School District, Pennsylvania",34144,101,3075,355,9.0,1.0
9700000US4224510,4224510,"Upper Moreland Township School District, Pennsylvania",23741,174,2754,298,11.6,1.3
9700000US4224540,4224540,"Upper Perkiomen School District, Pennsylvania",22312,158,2419,345,10.8,1.5
9700000US4224570,4224570,"Upper Saint Clair School District, Pennsylvania",19207,43,1394,175,7.3,0.9
9700000US4224630,4224630,"Valley Grove School District, Pennsylvania",6586,162,679,150,10.3,2.3
9700000US4224650,4224650,"Valley View School District, Pennsylvania",17999,188,2938,355,16.3,2.0
9700000US4224750,4224750,"Wallenpaupack Area School District, Pennsylvania",24680,399,4010,394,16.2,1.6
9700000US4224790,4224790,"Wallingford-Swarthmore School District, Pennsylvania",21417,194,1661,242,7.8,1.1
9700000US4224820,4224820,"Warren County School District, Pennsylvania",37579,293,6440,405,17.1,1.1
9700000US4224870,4224870,"Warrior Run School District, Pennsylvania",14054,808,1558,230,11.1,1.4
9700000US4224960,4224960,"Warwick School District, Pennsylvania",30715,98,3161,401,10.3,1.3
9700000US4224970,4224970,"Wayne Highlands School District, Pennsylvania",20977,430,3626,353,17.3,1.7
9700000US4224990,4224990,"Washington School District, Pennsylvania",15489,240,2709,293,17.5,1.9
9700000US4225080,4225080,"Wattsburg Area School District, Pennsylvania",10415,263,1288,193,12.4,1.7
9700000US4225110,4225110,"Waynesboro Area School District, Pennsylvania",31839,295,3938,409,12.4,1.3
9700000US4225140,4225140,"Weatherly Area School District, Pennsylvania",4778,258,823,113,17.2,2.3
9700000US4225170,4225170,"Wellsboro Area School District, Pennsylvania",11530,1303,1632,348,14.2,2.1
9700000US4225200,4225200,"West Allegheny School District, Pennsylvania",20406,143,1923,278,9.4,1.4
9700000US4225230,4225230,"West Branch Area School District, Pennsylvania",7434,193,1104,213,14.9,2.8
9700000US4225290,4225290,"West Chester Area School District, Pennsylvania",108084,265,7094,517,6.6,0.5
9700000US4225440,4225440,"West Greene School District, Pennsylvania",4986,247,856,103,17.2,1.9
9700000US4225590,4225590,"West Jefferson Hills School District, Pennsylvania",19681,211,2101,290,10.7,1.5
9700000US4225650,4225650,"West Middlesex Area School District, Pennsylvania",7372,158,1154,182,15.7,2.4
9700000US4225680,4225680,"West Mifflin Area School District, Pennsylvania",21534,93,3194,278,14.8,1.3
9700000US4225740,4225740,"West Perry School District, Pennsylvania",18579,347,2125,253,11.4,1.4
9700000US4225830,4225830,"West Shore School District, Pennsylvania",58986,489,6445,575,10.9,1.0
9700000US4225950,4225950,"Wyoming Valley West School District, Pennsylvania",41731,157,6181,413,14.8,1.0
9700000US4225980,4225980,"West York Area School District, Pennsylvania",23317,183,2959,348,12.7,1.5
9700000US4226010,4226010,"Mifflinburg Area School District, Pennsylvania",16346,155,2145,243,13.1,1.5
9700000US4226040,4226040,"Western Beaver County School District, Pennsylvania",5467,112,846,194,15.5,3.6
9700000US4226070,4226070,"Western Wayne School District, Pennsylvania",15847,418,2401,354,15.2,2.2
9700000US4226130,4226130,"Westmont Hilltop School District, Pennsylvania",12384,192,1604,236,13.0,1.9
9700000US4226250,4226250,"Whitehall-Coplay School District, Pennsylvania",29886,129,3613,434,12.1,1.4
9700000US4226300,4226300,"Wilkes-Barre Area School District, Pennsylvania",57931,347,9038,586,15.6,1.0
9700000US4226370,4226370,"Wilkinsburg Borough School District, Pennsylvania",15773,63,3148,415,20.0,2.6
9700000US4226390,4226390,"William Penn School District, Pennsylvania",41432,184,4947,400,11.9,1.0
9700000US4226400,4226400,"Williams Valley School District, Pennsylvania",6875,303,984,109,14.3,1.5
9700000US4226430,4226430,"Williamsburg Community School District, Pennsylvania",3830,222,624,87,16.3,2.0
9700000US4226460,4226460,"Williamsport Area School District, Pennsylvania",41434,315,6689,546,16.1,1.3
9700000US4226520,4226520,"Wilmington Area School District, Pennsylvania",11606,276,1338,157,11.5,1.3
9700000US4226550,4226550,"Wilson Area School District, Pennsylvania",15351,207,1872,299,12.2,2.0
9700000US4226580,4226580,"Wilson School District, Pennsylvania",38733,299,4108,403,10.6,1.0
9700000US4226610,4226610,"Windber Area School District, Pennsylvania",8444,294,1429,181,16.9,2.2
9700000US4226700,4226700,"Wyalusing Area School District, Pennsylvania",8976,380,1272,119,14.2,1.2
9700000US4226730,4226730,"Wyoming Area School District, Pennsylvania",19137,267,3135,343,16.4,1.8
9700000US4226760,4226760,"Wyomissing Area School District, Pennsylvania",11994,295,1603,217,13.4,1.8
9700000US4226820,4226820,"York City School District, Pennsylvania",43640,99,7628,589,17.5,1.4
9700000US4226850,4226850,"York Suburban School District, Pennsylvania",21254,420,2540,331,12.0,1.6
9700000US4299997,4299997,"School District Not Defined, Pennsylvania",0,10,0,10,-,**
