GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC05_EST_VC01,HC05_MOE_VC01
Id,Id2,Geography,Total; Estimate; Total civilian noninstitutionalized population,Total; Margin of Error; Total civilian noninstitutionalized population,Number Uninsured; Estimate; Total civilian noninstitutionalized population,Number Uninsured; Margin of Error; Total civilian noninstitutionalized population,Percent Uninsured; Estimate; Total civilian noninstitutionalized population,Percent Uninsured; Margin of Error; Total civilian noninstitutionalized population,Number Insured by  Coverage Type; Estimate; Total civilian noninstitutionalized population,Number Insured by  Coverage Type; Margin of Error; Total civilian noninstitutionalized population,Percent Insured by  Coverage Type; Estimate; Total civilian noninstitutionalized population,Percent Insured by  Coverage Type; Margin of Error; Total civilian noninstitutionalized population
9700000US4210980,4210980,"Greater Latrobe School District, Pennsylvania",30783,167,1693,354,5.5,1.2,29090,398,94.5,1.2
9700000US4211010,4211010,"Greencastle-Antrim School District, Pennsylvania",18983,41,1817,489,9.6,2.6,17166,487,90.4,2.6
9700000US4211160,4211160,"Greenville Area School District, Pennsylvania",10537,193,1033,283,9.8,2.7,9504,327,90.2,2.7
9700000US4211190,4211190,"Greenwood School District, Pennsylvania",5260,223,458,80,8.7,1.4,4802,210,91.3,1.4
9700000US4211220,4211220,"Grove City Area School District, Pennsylvania",16526,387,1025,205,6.2,1.2,15501,389,93.8,1.2
9700000US4211310,4211310,"Halifax Area School District, Pennsylvania",7910,280,699,198,8.8,2.5,7211,319,91.2,2.5
9700000US4211340,4211340,"Hamburg Area School District, Pennsylvania",17361,347,1576,240,9.1,1.3,15785,370,90.9,1.3
9700000US4211400,4211400,"Hampton Township School District, Pennsylvania",18356,47,683,218,3.7,1.2,17673,225,96.3,1.2
9700000US4211420,4211420,"Hanover Area School District, Pennsylvania",15299,138,1356,233,8.9,1.5,13943,260,91.1,1.5
9700000US4211450,4211450,"Hanover Public School District, Pennsylvania",15132,110,1800,422,11.9,2.8,13332,451,88.1,2.8
9700000US4211490,4211490,"Harbor Creek School District, Pennsylvania",17017,139,922,206,5.4,1.2,16095,229,94.6,1.2
9700000US4211520,4211520,"Harmony Area School District, Pennsylvania",2275,160,299,67,13.1,2.8,1976,154,86.9,2.8
9700000US4211580,4211580,"Harrisburg City School District, Pennsylvania",48952,157,8357,713,17.1,1.4,40595,707,82.9,1.4
9700000US4211610,4211610,"Hatboro-Horsham School District, Pennsylvania",33107,205,1891,378,5.7,1.1,31216,411,94.3,1.1
9700000US4211670,4211670,"Haverford Township School District, Pennsylvania",48128,148,2061,466,4.3,1.0,46067,484,95.7,1.0
9700000US4211700,4211700,"Hazleton Area School District, Pennsylvania",72547,564,8970,897,12.4,1.2,63577,1068,87.6,1.2
9700000US4211730,4211730,"Saucon Valley School District, Pennsylvania",16619,35,1336,376,8.0,2.3,15283,372,92.0,2.3
9700000US4211760,4211760,"Hempfield Area School District, Pennsylvania",48499,709,2989,372,6.2,0.8,45510,724,93.8,0.8
9700000US4211790,4211790,"Hempfield School District, Pennsylvania",47046,73,2466,479,5.2,1.0,44580,483,94.8,1.0
9700000US4211820,4211820,"Hermitage School District, Pennsylvania",16024,72,734,196,4.6,1.2,15290,194,95.4,1.2
9700000US4211880,4211880,"Highlands School District, Pennsylvania",20548,159,2369,475,11.5,2.3,18179,484,88.5,2.3
9700000US4211940,4211940,"Hollidaysburg Area School District, Pennsylvania",26079,285,1736,393,6.7,1.5,24343,478,93.3,1.5
9700000US4212030,4212030,"Hopewell Area School District, Pennsylvania",17710,206,1314,266,7.4,1.5,16396,311,92.6,1.5
9700000US4212090,4212090,"Huntingdon Area School District, Pennsylvania",16717,356,1368,212,8.2,1.2,15349,354,91.8,1.2
9700000US4212150,4212150,"Indiana Area School District, Pennsylvania",31592,279,2441,452,7.7,1.4,29151,529,92.3,1.4
9700000US4212170,4212170,"Interboro School District, Pennsylvania",23438,87,2323,442,9.9,1.9,21115,459,90.1,1.9
9700000US4212210,4212210,"Iroquois School District, Pennsylvania",7181,104,610,158,8.5,2.2,6571,162,91.5,2.2
9700000US4212300,4212300,"Jamestown Area School District, Pennsylvania",4491,313,661,187,14.7,3.5,3830,231,85.3,3.5
9700000US4212330,4212330,"Jeannette City School District, Pennsylvania",9523,54,908,183,9.5,1.9,8615,184,90.5,1.9
9700000US4212390,4212390,"Jefferson-Morgan School District, Pennsylvania",6065,220,525,139,8.7,2.3,5540,254,91.3,2.3
9700000US4212420,4212420,"Jenkintown School District, Pennsylvania",4426,33,319,159,7.2,3.6,4107,163,92.8,3.6
9700000US4212480,4212480,"Jersey Shore Area School District, Pennsylvania",18573,550,1957,284,10.5,1.4,16616,513,89.5,1.4
9700000US4212540,4212540,"Jim Thorpe Area School District, Pennsylvania",15757,267,2163,316,13.7,2.0,13594,357,86.3,2.0
9700000US4212570,4212570,"Johnsonburg Area School District, Pennsylvania",4697,228,258,77,5.5,1.6,4439,223,94.5,1.6
9700000US4212600,4212600,"Juniata County School District, Pennsylvania",23767,158,3303,376,13.9,1.6,20464,413,86.1,1.6
9700000US4212630,4212630,"Juniata Valley School District, Pennsylvania",5349,266,571,114,10.7,2.2,4778,279,89.3,2.2
9700000US4212660,4212660,"Kane Area School District, Pennsylvania",7232,227,733,150,10.1,2.1,6499,278,89.9,2.1
9700000US4212690,4212690,"Kennett Consolidated School District, Pennsylvania",27156,283,4172,711,15.4,2.6,22984,777,84.6,2.6
9700000US4212720,4212720,"Keystone School District, Pennsylvania",7505,289,892,154,11.9,1.9,6613,264,88.1,1.9
9700000US4212725,4212725,"Keystone Central School District, Pennsylvania",36492,428,3937,375,10.8,1.0,32555,528,89.2,1.0
9700000US4212750,4212750,"Keystone Oaks School District, Pennsylvania",20667,201,1666,298,8.1,1.5,19001,385,91.9,1.5
9700000US4212840,4212840,"Kiski Area School District, Pennsylvania",28664,355,2490,396,8.7,1.4,26174,493,91.3,1.4
9700000US4212930,4212930,"Kutztown Area School District, Pennsylvania",18588,244,1317,255,7.1,1.4,17271,365,92.9,1.4
9700000US4212990,4212990,"Lackawanna Trail School District, Pennsylvania",8718,418,592,134,6.8,1.5,8126,413,93.2,1.5
9700000US4213020,4213020,"Lake-Lehman School District, Pennsylvania",14812,297,1091,199,7.4,1.3,13721,354,92.6,1.3
9700000US4213050,4213050,"Lakeland School District, Pennsylvania",12414,324,976,267,7.9,2.1,11438,315,92.1,2.1
9700000US4213080,4213080,"Lakeview School District, Pennsylvania",8455,261,1268,197,15.0,2.1,7187,236,85.0,2.1
9700000US4213110,4213110,"Lampeter-Strasburg School District, Pennsylvania",22652,188,2031,637,9.0,2.8,20621,632,91.0,2.8
9700000US4213140,4213140,"Lancaster School District, Pennsylvania",72743,628,9940,883,13.7,1.2,62803,1084,86.3,1.2
9700000US4213290,4213290,"Homer-Center School District, Pennsylvania",6447,116,639,177,9.9,2.7,5808,203,90.1,2.7
9700000US4213320,4213320,"Laurel Highlands School District, Pennsylvania",22871,128,2481,430,10.8,1.9,20390,462,89.2,1.9
9700000US4213380,4213380,"Laurel School District, Pennsylvania",8031,258,709,210,8.8,2.6,7322,291,91.2,2.6
9700000US4213440,4213440,"Lebanon School District, Pennsylvania",26251,154,3695,522,14.1,2.0,22556,540,85.9,2.0
9700000US4213470,4213470,"Leechburg Area School District, Pennsylvania",5979,288,318,81,5.3,1.3,5661,284,94.7,1.3
9700000US4213500,4213500,"Lehighton Area School District, Pennsylvania",17710,220,1790,422,10.1,2.4,15920,456,89.9,2.4
9700000US4213590,4213590,"Lewisburg Area School District, Pennsylvania",17025,292,1196,313,7.0,1.9,15829,440,93.0,1.9
9700000US4213710,4213710,"Ligonier Valley School District, Pennsylvania",15503,420,1391,262,9.0,1.7,14112,461,91.0,1.7
9700000US4213770,4213770,"Penn Cambria School District, Pennsylvania",14247,529,1199,172,8.4,1.1,13048,498,91.6,1.1
9700000US4213980,4213980,"Littlestown Area School District, Pennsylvania",14976,509,956,237,6.4,1.5,14020,495,93.6,1.5
9700000US4214100,4214100,"Lower Dauphin School District, Pennsylvania",24880,28,1517,334,6.1,1.3,23363,331,93.9,1.3
9700000US4214160,4214160,"Lower Merion School District, Pennsylvania",61875,135,1959,404,3.2,0.7,59916,423,96.8,0.7
9700000US4214190,4214190,"Lower Moreland Township School District, Pennsylvania",12908,58,392,183,3.0,1.4,12516,202,97.0,1.4
9700000US4214250,4214250,"Methacton School District, Pennsylvania",33439,186,1314,290,3.9,0.9,32125,369,96.1,0.9
9700000US4214310,4214310,"Loyalsock Township School District, Pennsylvania",10418,163,662,235,6.4,2.3,9756,275,93.6,2.3
9700000US4214430,4214430,"Mahanoy Area School District, Pennsylvania",8001,402,817,136,10.2,1.6,7184,389,89.8,1.6
9700000US4214460,4214460,"Line Mountain School District, Pennsylvania",8683,306,773,103,8.9,1.1,7910,276,91.1,1.1
9700000US4214550,4214550,"Manheim Central School District, Pennsylvania",24257,71,2273,538,9.4,2.2,21984,527,90.6,2.2
9700000US4214580,4214580,"Manheim Township School District, Pennsylvania",37544,176,1859,438,5.0,1.2,35685,448,95.0,1.2
9700000US4214730,4214730,"Marion Center Area School District, Pennsylvania",10358,329,1520,259,14.7,2.3,8838,294,85.3,2.3
9700000US4214760,4214760,"Marple Newtown School District, Pennsylvania",34950,173,1695,324,4.8,0.9,33255,325,95.2,0.9
9700000US4214790,4214790,"Mars Area School District, Pennsylvania",19030,263,899,304,4.7,1.6,18131,388,95.3,1.6
9700000US4214850,4214850,"Central Fulton School District, Pennsylvania",6400,238,662,121,10.3,1.8,5738,215,89.7,1.8
9700000US4214880,4214880,"McGuffey School District, Pennsylvania",12821,318,1222,197,9.5,1.4,11599,291,90.5,1.4
9700000US4214940,4214940,"McKeesport Area School District, Pennsylvania",30636,311,3531,449,11.5,1.5,27105,503,88.5,1.5
9700000US4215030,4215030,"Mechanicsburg Area School District, Pennsylvania",28523,158,1648,315,5.8,1.1,26875,335,94.2,1.1
9700000US4215120,4215120,"Mercer Area School District, Pennsylvania",8885,342,749,154,8.4,1.7,8136,322,91.6,1.7
9700000US4215150,4215150,"Meyersdale Area School District, Pennsylvania",7155,271,1158,205,16.2,2.6,5997,245,83.8,2.6
9700000US4215170,4215170,"Mid Valley School District, Pennsylvania",15307,22,1247,235,8.1,1.5,14060,236,91.9,1.5
9700000US4215210,4215210,"Midd-West School District, Pennsylvania",16907,500,2257,283,13.3,1.6,14650,498,86.7,1.6
9700000US4215240,4215240,"Middletown Area School District, Pennsylvania",17957,250,1432,299,8.0,1.7,16525,385,92.0,1.7
9700000US4215270,4215270,"Midland Borough School District, Pennsylvania",2611,23,199,75,7.6,2.9,2412,79,92.4,2.9
9700000US4215290,4215290,"Mifflin County School District, Pennsylvania",43028,201,6775,648,15.7,1.5,36253,702,84.3,1.5
9700000US4215330,4215330,"Millcreek Township School District, Pennsylvania",53362,171,3452,466,6.5,0.9,49910,516,93.5,0.9
9700000US4215360,4215360,"Millersburg Area School District, Pennsylvania",6514,137,617,216,9.5,3.3,5897,261,90.5,3.3
9700000US4215450,4215450,"Millville Area School District, Pennsylvania",5365,216,467,151,8.7,2.8,4898,240,91.3,2.8
9700000US4215480,4215480,"Milton Area School District, Pennsylvania",16649,261,1769,325,10.6,1.9,14880,386,89.4,1.9
9700000US4215510,4215510,"Minersville Area School District, Pennsylvania",8791,239,954,253,10.9,2.9,7837,317,89.1,2.9
9700000US4215540,4215540,"Mohawk Area School District, Pennsylvania",10709,263,1362,224,12.7,2.0,9347,291,87.3,2.0
9700000US4215600,4215600,"Monessen City School District, Pennsylvania",7645,34,794,190,10.4,2.5,6851,201,89.6,2.5
9700000US4215660,4215660,"Montgomery Area School District, Pennsylvania",6253,308,910,235,14.6,3.7,5343,346,85.4,3.7
9700000US4215720,4215720,"Montour School District, Pennsylvania",25489,115,1631,414,6.4,1.6,23858,418,93.6,1.6
9700000US4215750,4215750,"Montoursville Area School District, Pennsylvania",13256,223,919,202,6.9,1.5,12337,308,93.1,1.5
9700000US4215810,4215810,"Montrose Area School District, Pennsylvania",11709,356,1293,198,11.0,1.7,10416,379,89.0,1.7
9700000US4215830,4215830,"Moon Area School District, Pennsylvania",27126,70,1502,372,5.5,1.4,25624,376,94.5,1.4
9700000US4215900,4215900,"Morrisville Borough School District, Pennsylvania",8731,23,1157,347,13.3,4.0,7574,347,86.7,4.0
9700000US4215960,4215960,"Moshannon Valley School District, Pennsylvania",6496,346,585,93,9.0,1.4,5911,335,91.0,1.4
9700000US4215990,4215990,"Mount Carmel Area School District, Pennsylvania",12417,154,1109,195,8.9,1.6,11308,249,91.1,1.6
9700000US4216020,4216020,"Mount Union Area School District, Pennsylvania",9958,460,1453,487,14.6,4.6,8505,494,85.4,4.6
9700000US4216050,4216050,"Mountain View School District, Pennsylvania",8529,419,1120,184,13.1,2.0,7409,393,86.9,2.0
9700000US4216110,4216110,"Mt. Lebanon School District, Pennsylvania",32652,98,1661,338,5.1,1.0,30991,363,94.9,1.0
9700000US4216170,4216170,"Mount Pleasant Area School District, Pennsylvania",17656,300,1882,296,10.7,1.7,15774,397,89.3,1.7
9700000US4216200,4216200,"Muhlenberg School District, Pennsylvania",23394,144,2005,406,8.6,1.7,21389,426,91.4,1.7
9700000US4216230,4216230,"Muncy School District, Pennsylvania",7001,313,448,150,6.4,2.1,6553,312,93.6,2.1
9700000US4216290,4216290,"Greater Nanticoke Area School District, Pennsylvania",17637,368,1741,297,9.9,1.6,15896,365,90.1,1.6
9700000US4216380,4216380,"Nazareth Area School District, Pennsylvania",27171,179,1331,313,4.9,1.1,25840,340,95.1,1.1
9700000US4216410,4216410,"Neshaminy School District, Pennsylvania",69874,327,3870,601,5.5,0.9,66004,682,94.5,0.9
9700000US4216440,4216440,"Neshannock Township School District, Pennsylvania",9533,27,422,196,4.4,2.1,9111,198,95.6,2.1
9700000US4216500,4216500,"Woodland Hills School District, Pennsylvania",46958,508,4831,599,10.3,1.3,42127,738,89.7,1.3
9700000US4216530,4216530,"New Brighton Area School District, Pennsylvania",10764,173,945,208,8.8,1.9,9819,230,91.2,1.9
9700000US4216620,4216620,"New Castle Area School District, Pennsylvania",23344,254,2554,339,10.9,1.4,20790,364,89.1,1.4
9700000US4216740,4216740,"New Kensington-Arnold School District, Pennsylvania",18083,48,1704,268,9.4,1.5,16379,284,90.6,1.5
9700000US4216860,4216860,"New Hope-Solebury School District, Pennsylvania",11202,21,375,125,3.3,1.1,10827,123,96.7,1.1
9700000US4216890,4216890,"Newport School District, Pennsylvania",7465,274,732,148,9.8,1.9,6733,276,90.2,1.9
9700000US4216980,4216980,"Norristown Area School District, Pennsylvania",63096,154,10120,869,16.0,1.4,52976,883,84.0,1.4
9700000US4217010,4217010,"North Allegheny School District, Pennsylvania",50223,170,1594,384,3.2,0.8,48629,430,96.8,0.8
9700000US4217100,4217100,"Moniteau School District, Pennsylvania",9466,231,1129,198,11.9,2.0,8337,254,88.1,2.0
9700000US4217130,4217130,"North Clarion County School District, Pennsylvania",4843,307,684,229,14.1,4.4,4159,275,85.9,4.4
9700000US4217160,4217160,"North East School District, Pennsylvania",10644,45,999,199,9.4,1.9,9645,206,90.6,1.9
9700000US4217220,4217220,"North Hills School District, Pennsylvania",37377,153,1962,306,5.2,0.8,35415,341,94.8,0.8
9700000US4217280,4217280,"North Penn School District, Pennsylvania",98018,193,6420,751,6.5,0.8,91598,763,93.5,0.8
9700000US4217310,4217310,"North Pocono School District, Pennsylvania",20545,518,1857,309,9.0,1.4,18688,496,91.0,1.4
9700000US4217370,4217370,"Northampton Area School District, Pennsylvania",41651,155,3113,454,7.5,1.1,38538,490,92.5,1.1
9700000US4217430,4217430,"Riverside Beaver County School District, Pennsylvania",10473,154,412,127,3.9,1.2,10061,174,96.1,1.2
9700000US4217460,4217460,"Northeast Bradford School District, Pennsylvania",5606,334,955,156,17.0,2.5,4651,303,83.0,2.5
9700000US4217520,4217520,"Northeastern York School District, Pennsylvania",23332,468,2139,449,9.2,1.9,21193,631,90.8,1.9
9700000US4217580,4217580,"Northern Bedford County School District, Pennsylvania",6961,269,1071,194,15.4,2.5,5890,236,84.6,2.5
9700000US4217610,4217610,"Northern Cambria School District, Pennsylvania",7753,187,760,218,9.8,2.8,6993,255,90.2,2.8
9700000US4217640,4217640,"Northern Lebanon School District, Pennsylvania",17044,215,1963,395,11.5,2.3,15081,435,88.5,2.3
9700000US4217670,4217670,"Northern Lehigh School District, Pennsylvania",12940,162,1392,288,10.8,2.2,11548,285,89.2,2.2
9700000US4217700,4217700,"Northern Potter School District, Pennsylvania",4556,206,721,118,15.8,2.4,3835,191,84.2,2.4
9700000US4217730,4217730,"Northern Tioga School District, Pennsylvania",14226,1050,1801,180,12.7,1.2,12425,983,87.3,1.2
9700000US4217760,4217760,"Northern York County School District, Pennsylvania",21233,178,1609,298,7.6,1.4,19624,326,92.4,1.4
9700000US4217770,4217770,"Northgate School District, Pennsylvania",12991,47,1721,239,13.2,1.8,11270,243,86.8,1.8
9700000US4217790,4217790,"Northwest Area School District, Pennsylvania",9085,316,806,127,8.9,1.3,8279,297,91.1,1.3
9700000US4217850,4217850,"Northwestern Lehigh School District, Pennsylvania",14898,144,602,154,4.0,1.0,14296,206,96.0,1.0
9700000US4217880,4217880,"Northwestern School District, Pennsylvania",9840,315,1172,246,11.9,2.5,8668,395,88.1,2.5
9700000US4217940,4217940,"Norwin School District, Pennsylvania",35436,267,1867,316,5.3,0.9,33569,404,94.7,0.9
9700000US4218030,4218030,"Octorara Area School District, Pennsylvania",17505,326,3005,464,17.2,2.6,14500,476,82.8,2.6
9700000US4218090,4218090,"Oil City Area School District, Pennsylvania",14766,236,1810,243,12.3,1.6,12956,307,87.7,1.6
9700000US4218120,4218120,"Old Forge School District, Pennsylvania",8274,28,493,182,6.0,2.2,7781,190,94.0,2.2
9700000US4218150,4218150,"Oley Valley School District, Pennsylvania",13293,261,775,299,5.8,2.2,12518,330,94.2,2.2
9700000US4218210,4218210,"Oswayo Valley School District, Pennsylvania",3125,247,372,84,11.9,2.4,2753,220,88.1,2.4
9700000US4218240,4218240,"Otto-Eldred School District, Pennsylvania",4089,255,438,105,10.7,2.5,3651,248,89.3,2.5
9700000US4218270,4218270,"Owen J. Roberts School District, Pennsylvania",32447,324,1995,331,6.1,1.0,30452,461,93.9,1.0
9700000US4218300,4218300,"Oxford Area School District, Pennsylvania",25722,261,3855,710,15.0,2.7,21867,691,85.0,2.7
9700000US4218330,4218330,"Palisades School District, Pennsylvania",14885,126,1531,379,10.3,2.5,13354,342,89.7,2.5
9700000US4218360,4218360,"Palmerton Area School District, Pennsylvania",14015,204,1474,294,10.5,2.1,12541,360,89.5,2.1
9700000US4218390,4218390,"Palmyra Area School District, Pennsylvania",22340,101,1220,315,5.5,1.4,21120,312,94.5,1.4
9700000US4218450,4218450,"Panther Valley School District, Pennsylvania",12384,242,1601,359,12.9,2.9,10783,411,87.1,2.9
9700000US4218510,4218510,"Parkland School District, Pennsylvania",55158,250,2849,509,5.2,0.9,52309,576,94.8,0.9
9700000US4218570,4218570,"Pen Argyl Area School District, Pennsylvania",12409,34,1172,257,9.4,2.1,11237,257,90.6,2.1
9700000US4218580,4218580,"Penn-Delco School District, Pennsylvania",26922,133,1328,278,4.9,1.0,25594,321,95.1,1.0
9700000US4218590,4218590,"Penn Hills School District, Pennsylvania",42310,149,3722,439,8.8,1.0,38588,482,91.2,1.0
9700000US4218630,4218630,"Penn Manor School District, Pennsylvania",41518,89,3655,542,8.8,1.3,37863,553,91.2,1.3
9700000US4218660,4218660,"Penn-Trafford School District, Pennsylvania",25547,396,1004,216,3.9,0.9,24543,457,96.1,0.9
9700000US4218740,4218740,"Penncrest School District, Pennsylvania",23222,466,2764,359,11.9,1.5,20458,464,88.1,1.5
9700000US4218750,4218750,"Pennridge School District, Pennsylvania",48616,299,3714,515,7.6,1.1,44902,625,92.4,1.1
9700000US4218780,4218780,"Penns Manor Area School District, Pennsylvania",5753,250,651,144,11.3,2.5,5102,278,88.7,2.5
9700000US4218810,4218810,"Penns Valley Area School District, Pennsylvania",12649,377,1706,285,13.5,2.2,10943,446,86.5,2.2
9700000US4218840,4218840,"Pennsbury School District, Pennsylvania",70892,231,3874,515,5.5,0.7,67018,564,94.5,0.7
9700000US4218900,4218900,"Pequea Valley School District, Pennsylvania",21550,41,7830,923,36.3,4.3,13720,924,63.7,4.3
9700000US4218930,4218930,"Perkiomen Valley School District, Pennsylvania",34766,514,1681,409,4.8,1.2,33085,612,95.2,1.2
9700000US4218960,4218960,"Peters Township School District, Pennsylvania",21134,169,731,268,3.5,1.3,20403,322,96.5,1.3
9700000US4218990,4218990,"Philadelphia City School District, Pennsylvania",1520976,1051,220126,4508,14.5,0.3,1300850,4602,85.5,0.3
9700000US4219020,4219020,"Philipsburg-Osceola Area School District, Pennsylvania",14547,408,1484,269,10.2,1.8,13063,413,89.8,1.8
9700000US4219050,4219050,"Phoenixville Area School District, Pennsylvania",32067,64,2162,538,6.7,1.7,29905,535,93.3,1.7
9700000US4219140,4219140,"Pine Grove Area School District, Pennsylvania",11678,270,814,144,7.0,1.2,10864,280,93.0,1.2
9700000US4219170,4219170,"Pittsburgh School District, Pennsylvania",301668,987,30085,1214,10.0,0.4,271583,1412,90.0,0.4
9700000US4219200,4219200,"Pittston Area School District, Pennsylvania",27639,173,2254,309,8.2,1.1,25385,343,91.8,1.1
9700000US4219290,4219290,"Pleasant Valley School District, Pennsylvania",33461,214,3572,537,10.7,1.6,29889,535,89.3,1.6
9700000US4219350,4219350,"Plum Borough School District, Pennsylvania",27136,48,1690,313,6.2,1.2,25446,314,93.8,1.2
9700000US4219470,4219470,"Colonial School District, Pennsylvania",41426,146,2447,462,5.9,1.1,38979,446,94.1,1.1
9700000US4219500,4219500,"Pocono Mountain School District, Pennsylvania",64117,87,7962,831,12.4,1.3,56155,838,87.6,1.3
9700000US4219530,4219530,"Port Allegany School District, Pennsylvania",5840,265,623,118,10.7,2.0,5217,282,89.3,2.0
9700000US4219560,4219560,"Portage Area School District, Pennsylvania",6315,78,497,123,7.9,2.0,5818,144,92.1,2.0
9700000US4219650,4219650,"Pottsgrove School District, Pennsylvania",21149,129,1473,283,7.0,1.3,19676,309,93.0,1.3
9700000US4219680,4219680,"Pottstown School District, Pennsylvania",22281,78,2145,370,9.6,1.7,20136,376,90.4,1.7
9700000US4219710,4219710,"Pottsville Area School District, Pennsylvania",19275,315,1611,270,8.4,1.4,17664,405,91.6,1.4
9700000US4219800,4219800,"Punxsutawney Area School District, Pennsylvania",21012,403,3448,331,16.4,1.5,17564,379,83.6,1.5
9700000US4219830,4219830,"Purchase Line School District, Pennsylvania",7120,220,946,181,13.3,2.4,6174,238,86.7,2.4
9700000US4219860,4219860,"Quaker Valley School District, Pennsylvania",13601,257,549,107,4.0,0.8,13052,262,96.0,0.8
9700000US4219890,4219890,"Quakertown Community School District, Pennsylvania",35948,332,2792,408,7.8,1.1,33156,536,92.2,1.1
9700000US4219920,4219920,"Radnor Township School District, Pennsylvania",31261,99,1185,247,3.8,0.8,30076,250,96.2,0.8
9700000US4220040,4220040,"Reading School District, Pennsylvania",87520,120,17195,1142,19.6,1.3,70325,1137,80.4,1.3
9700000US4220100,4220100,"Red Lion Area School District, Pennsylvania",38445,262,3126,501,8.1,1.3,35319,524,91.9,1.3
9700000US4220130,4220130,"Redbank Valley School District, Pennsylvania",8206,370,691,111,8.4,1.3,7515,348,91.6,1.3
9700000US4220220,4220220,"Reynolds School District, Pennsylvania",9246,339,1035,320,11.2,3.4,8211,423,88.8,3.4
9700000US4220250,4220250,"Richland School District, Pennsylvania",14418,248,1031,311,7.2,2.1,13387,365,92.8,2.1
9700000US4220310,4220310,"Ridgway Area School District, Pennsylvania",6719,181,521,232,7.8,3.4,6198,282,92.2,3.4
9700000US4220370,4220370,"Ridley School District, Pennsylvania",40253,213,2881,485,7.2,1.2,37372,522,92.8,1.2
9700000US4220400,4220400,"Ringgold School District, Pennsylvania",26004,202,2261,345,8.7,1.3,23743,397,91.3,1.3
9700000US4220430,4220430,"Riverview School District, Pennsylvania",8395,201,609,132,7.3,1.5,7786,215,92.7,1.5
9700000US4220460,4220460,"Rochester Area School District, Pennsylvania",6950,137,729,194,10.5,2.8,6221,239,89.5,2.8
9700000US4220520,4220520,"Rockwood Area School District, Pennsylvania",5758,251,547,91,9.5,1.5,5211,241,90.5,1.5
9700000US4220550,4220550,"Rose Tree Media School District, Pennsylvania",34164,168,1568,299,4.6,0.9,32596,327,95.4,0.9
9700000US4220580,4220580,"South Fayette Township School District, Pennsylvania",14368,127,940,274,6.5,1.9,13428,283,93.5,1.9
9700000US4220640,4220640,"St. Marys Area School District, Pennsylvania",18774,201,1263,290,6.7,1.5,17511,362,93.3,1.5
9700000US4220730,4220730,"Salisbury Township School District, Pennsylvania",13266,155,699,182,5.3,1.4,12567,225,94.7,1.4
9700000US4220760,4220760,"Salisbury-Elk Lick School District, Pennsylvania",2947,180,821,189,27.9,5.8,2126,191,72.1,5.8
9700000US4220850,4220850,"Sayre Area School District, Pennsylvania",8033,238,559,210,7.0,2.6,7474,325,93.0,2.6
9700000US4220910,4220910,"Schuylkill Haven Area School District, Pennsylvania",8262,126,626,202,7.6,2.5,7636,245,92.4,2.5
9700000US4220970,4220970,"Schuylkill Valley School District, Pennsylvania",12822,591,1070,306,8.3,2.3,11752,591,91.7,2.3
9700000US4221090,4221090,"Scranton School District, Pennsylvania",73738,288,9143,889,12.4,1.2,64595,866,87.6,1.2
9700000US4221120,4221120,"Selinsgrove Area School District, Pennsylvania",22469,518,3171,620,14.1,2.5,19298,392,85.9,2.5
9700000US4221150,4221150,"Yough School District, Pennsylvania",16249,239,1695,284,10.4,1.8,14554,372,89.6,1.8
9700000US4221180,4221180,"Shade-Central City School District, Pennsylvania",3764,142,390,100,10.4,2.6,3374,165,89.6,2.6
9700000US4221200,4221200,"Shaler Area School District, Pennsylvania",39255,53,2774,425,7.1,1.1,36481,430,92.9,1.1
9700000US4221240,4221240,"Shamokin Area School District, Pennsylvania",17710,436,2310,302,13.0,1.7,15400,497,87.0,1.7
9700000US4221270,4221270,"Shanksville-Stonycreek School District, Pennsylvania",2967,216,314,100,10.6,3.2,2653,206,89.4,3.2
9700000US4221330,4221330,"Sharon City School District, Pennsylvania",13797,71,1351,200,9.8,1.4,12446,209,90.2,1.4
9700000US4221420,4221420,"Sharpsville Area School District, Pennsylvania",7657,115,739,189,9.7,2.5,6918,210,90.3,2.5
9700000US4221490,4221490,"Shenandoah Valley School District, Pennsylvania",7676,111,957,263,12.5,3.4,6719,296,87.5,3.4
9700000US4221510,4221510,"Shenango Area School District, Pennsylvania",8119,131,500,142,6.2,1.7,7619,178,93.8,1.7
9700000US4221540,4221540,"Shikellamy School District, Pennsylvania",22020,292,2489,313,11.3,1.5,19531,456,88.7,1.5
9700000US4221570,4221570,"Shippensburg Area School District, Pennsylvania",28174,362,3946,687,14.0,2.4,24228,709,86.0,2.4
9700000US4221660,4221660,"Slippery Rock Area School District, Pennsylvania",20543,272,1900,289,9.2,1.4,18643,363,90.8,1.4
9700000US4221690,4221690,"Smethport Area School District, Pennsylvania",5635,226,645,121,11.4,2.0,4990,214,88.6,2.0
9700000US4221810,4221810,"Solanco School District, Pennsylvania",32008,238,8937,893,27.9,2.7,23071,869,72.1,2.7
9700000US4221840,4221840,"Somerset Area School District, Pennsylvania",17446,312,1778,327,10.2,1.8,15668,388,89.8,1.8
9700000US4221870,4221870,"Souderton Area School District, Pennsylvania",45204,207,2496,486,5.5,1.1,42708,516,94.5,1.1
