GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC05_EST_VC01,HC05_MOE_VC01
Id,Id2,Geography,Total; Estimate; Total civilian noninstitutionalized population,Total; Margin of Error; Total civilian noninstitutionalized population,Number Uninsured; Estimate; Total civilian noninstitutionalized population,Number Uninsured; Margin of Error; Total civilian noninstitutionalized population,Percent Uninsured; Estimate; Total civilian noninstitutionalized population,Percent Uninsured; Margin of Error; Total civilian noninstitutionalized population,Number Insured by  Coverage Type; Estimate; Total civilian noninstitutionalized population,Number Insured by  Coverage Type; Margin of Error; Total civilian noninstitutionalized population,Percent Insured by  Coverage Type; Estimate; Total civilian noninstitutionalized population,Percent Insured by  Coverage Type; Margin of Error; Total civilian noninstitutionalized population
9700000US4221910,4221910,"South Allegheny School District, Pennsylvania",11782,79,1245,189,10.6,1.6,10537,210,89.4,1.6
9700000US4221930,4221930,"South Butler County School District, Pennsylvania",18127,206,1122,252,6.2,1.4,17005,358,93.8,1.4
9700000US4222050,4222050,"South Middleton School District, Pennsylvania",14600,101,636,237,4.4,1.6,13964,255,95.6,1.6
9700000US4222060,4222060,"South Park School District, Pennsylvania",13398,56,595,163,4.4,1.2,12803,176,95.6,1.2
9700000US4222140,4222140,"South Williamsport Area School District, Pennsylvania",9257,132,793,200,8.6,2.1,8464,222,91.4,2.1
9700000US4222170,4222170,"South Eastern School District, Pennsylvania",19611,342,1511,279,7.7,1.4,18100,407,92.3,1.4
9700000US4222200,4222200,"Southeastern Greene School District, Pennsylvania",4445,213,410,129,9.2,2.7,4035,191,90.8,2.7
9700000US4222230,4222230,"South Side Area School District, Pennsylvania",6865,177,403,125,5.9,1.9,6462,234,94.1,1.9
9700000US4222260,4222260,"Southern Columbia Area School District, Pennsylvania",10298,231,579,119,5.6,1.2,9719,254,94.4,1.2
9700000US4222290,4222290,"Southern Fulton School District, Pennsylvania",5402,195,544,89,10.1,1.6,4858,202,89.9,1.6
9700000US4222320,4222320,"Southern Huntingdon County School District, Pennsylvania",7455,338,868,154,11.6,2.0,6587,332,88.4,2.0
9700000US4222350,4222350,"Southern Lehigh School District, Pennsylvania",21059,172,1010,280,4.8,1.3,20049,321,95.2,1.3
9700000US4222370,4222370,"Southern Tioga School District, Pennsylvania",16058,530,1977,222,12.3,1.3,14081,501,87.7,1.3
9700000US4222380,4222380,"Southern York County School District, Pennsylvania",20506,222,1374,269,6.7,1.3,19132,344,93.3,1.3
9700000US4222400,4222400,"Southeast Delco School District, Pennsylvania",30355,67,3942,607,13.0,2.0,26413,606,87.0,2.0
9700000US4222410,4222410,"Southmoreland School District, Pennsylvania",15061,264,1280,255,8.5,1.7,13781,325,91.5,1.7
9700000US4222440,4222440,"Seneca Valley School District, Pennsylvania",47092,268,2776,511,5.9,1.1,44316,601,94.1,1.1
9700000US4222470,4222470,"South Western School District, Pennsylvania",26718,74,2393,408,9.0,1.5,24325,410,91.0,1.5
9700000US4222530,4222530,"Spring Cove School District, Pennsylvania",13958,294,1305,237,9.3,1.6,12653,296,90.7,1.6
9700000US4222560,4222560,"Spring-Ford Area School District, Pennsylvania",47362,204,2466,462,5.2,1.0,44896,494,94.8,1.0
9700000US4222590,4222590,"Spring Grove Area School District, Pennsylvania",27718,393,2605,404,9.4,1.4,25113,482,90.6,1.4
9700000US4222600,4222600,"Springfield School District, Pennsylvania",26840,70,1153,246,4.3,0.9,25687,255,95.7,0.9
9700000US4222620,4222620,"Springfield Township School District, Pennsylvania",18538,243,1042,261,5.6,1.4,17496,320,94.4,1.4
9700000US4222710,4222710,"Saint Clair Area School District, Pennsylvania",6742,191,885,182,13.1,2.7,5857,248,86.9,2.7
9700000US4222740,4222740,"Tuscarora School District, Pennsylvania",18299,195,2583,459,14.1,2.5,15716,491,85.9,2.5
9700000US4222770,4222770,"State College Area School District, Pennsylvania",91900,155,5072,585,5.5,0.6,86828,593,94.5,0.6
9700000US4222790,4222790,"Steel Valley School District, Pennsylvania",16276,194,1553,306,9.5,1.9,14723,379,90.5,1.9
9700000US4222800,4222800,"Steelton-Highspire School District, Pennsylvania",8307,282,1053,261,12.7,3.1,7254,349,87.3,3.1
9700000US4222830,4222830,"Sto-Rox School District, Pennsylvania",12417,32,1873,279,15.1,2.2,10544,279,84.9,2.2
9700000US4222860,4222860,"Stroudsburg Area School District, Pennsylvania",33727,252,4375,744,13.0,2.2,29352,747,87.0,2.2
9700000US4222920,4222920,"Sullivan County School District, Pennsylvania",6251,117,651,102,10.4,1.6,5600,132,89.6,1.6
9700000US4222980,4222980,"Susquehanna Community School District, Pennsylvania",5322,334,740,127,13.9,2.3,4582,320,86.1,2.3
9700000US4223010,4223010,"Susquehanna Township School District, Pennsylvania",24056,84,1634,351,6.8,1.5,22422,346,93.2,1.5
9700000US4223040,4223040,"Susquenita School District, Pennsylvania",14806,384,1134,192,7.7,1.3,13672,450,92.3,1.3
9700000US4223220,4223220,"Tamaqua Area School District, Pennsylvania",16535,247,1770,419,10.7,2.6,14765,498,89.3,2.6
9700000US4223250,4223250,"Riverside School District, Pennsylvania",11849,80,1109,268,9.4,2.3,10740,288,90.6,2.3
9700000US4223490,4223490,"Titusville Area School District, Pennsylvania",14372,355,2363,299,16.4,1.9,12009,306,83.6,1.9
9700000US4223550,4223550,"Towanda Area School District, Pennsylvania",10932,366,1396,215,12.8,1.9,9536,380,87.2,1.9
9700000US4223640,4223640,"Tredyffrin-Easttown School District, Pennsylvania",39834,72,1234,238,3.1,0.6,38600,243,96.9,0.6
9700000US4223700,4223700,"Tri-Valley School District, Pennsylvania",6536,187,636,106,9.7,1.6,5900,202,90.3,1.6
9700000US4223760,4223760,"Trinity Area School District, Pennsylvania",25717,145,1631,272,6.3,1.1,24086,309,93.7,1.1
9700000US4223790,4223790,"Troy Area School District, Pennsylvania",10409,457,1216,194,11.7,1.8,9193,452,88.3,1.8
9700000US4223820,4223820,"Tulpehocken Area School District, Pennsylvania",12138,257,2388,423,19.7,3.4,9750,425,80.3,3.4
9700000US4223850,4223850,"Tunkhannock Area School District, Pennsylvania",18662,362,1771,238,9.5,1.2,16891,387,90.5,1.2
9700000US4223880,4223880,"Turkeyfoot Valley Area School District, Pennsylvania",2996,255,342,65,11.4,2.0,2654,239,88.6,2.0
9700000US4223970,4223970,"Tussey Mountain School District, Pennsylvania",7207,337,769,131,10.7,1.7,6438,322,89.3,1.7
9700000US4224000,4224000,"Twin Valley School District, Pennsylvania",23634,212,3449,628,14.6,2.6,20185,620,85.4,2.6
9700000US4224030,4224030,"Tyrone Area School District, Pennsylvania",12589,284,1214,227,9.6,1.8,11375,331,90.4,1.8
9700000US4224060,4224060,"Union Area School District, Pennsylvania",5496,144,528,134,9.6,2.4,4968,188,90.4,2.4
9700000US4224090,4224090,"Union City Area School District, Pennsylvania",6682,228,677,142,10.1,2.1,6005,262,89.9,2.1
9700000US4224120,4224120,"Union School District, Pennsylvania",4234,254,581,104,13.7,2.1,3653,216,86.3,2.1
9700000US4224150,4224150,"Uniontown Area School District, Pennsylvania",22972,292,2783,463,12.1,2.0,20189,495,87.9,2.0
9700000US4224210,4224210,"Unionville-Chadds Ford School District, Pennsylvania",22282,436,720,252,3.2,1.1,21562,480,96.8,1.1
9700000US4224240,4224240,"United School District, Pennsylvania",7918,272,930,140,11.7,1.7,6988,279,88.3,1.7
9700000US4224300,4224300,"Upper Adams School District, Pennsylvania",10802,405,1588,277,14.7,2.5,9214,455,85.3,2.5
9700000US4224320,4224320,"Upper Darby School District, Pennsylvania",90493,232,13606,1125,15.0,1.2,76887,1167,85.0,1.2
9700000US4224360,4224360,"Upper Dauphin Area School District, Pennsylvania",9685,326,1657,206,17.1,2.1,8028,340,82.9,2.1
9700000US4224390,4224390,"Upper Dublin School District, Pennsylvania",25626,97,1120,305,4.4,1.2,24506,316,95.6,1.2
9700000US4224480,4224480,"Upper Merion Area School District, Pennsylvania",34144,101,2404,459,7.0,1.3,31740,454,93.0,1.3
9700000US4224510,4224510,"Upper Moreland Township School District, Pennsylvania",23741,174,1703,319,7.2,1.3,22038,366,92.8,1.3
9700000US4224540,4224540,"Upper Perkiomen School District, Pennsylvania",22312,158,1501,377,6.7,1.7,20811,433,93.3,1.7
9700000US4224570,4224570,"Upper Saint Clair School District, Pennsylvania",19207,43,529,237,2.8,1.2,18678,244,97.2,1.2
9700000US4224630,4224630,"Valley Grove School District, Pennsylvania",6586,162,482,180,7.3,2.7,6104,247,92.7,2.7
9700000US4224650,4224650,"Valley View School District, Pennsylvania",17999,188,1335,336,7.4,1.9,16664,368,92.6,1.9
9700000US4224750,4224750,"Wallenpaupack Area School District, Pennsylvania",24680,399,2741,383,11.1,1.5,21939,513,88.9,1.5
9700000US4224790,4224790,"Wallingford-Swarthmore School District, Pennsylvania",21417,194,688,199,3.2,0.9,20729,269,96.8,0.9
9700000US4224820,4224820,"Warren County School District, Pennsylvania",37579,293,3808,483,10.1,1.3,33771,464,89.9,1.3
9700000US4224870,4224870,"Warrior Run School District, Pennsylvania",14054,808,2012,327,14.3,2.3,12042,799,85.7,2.3
9700000US4224960,4224960,"Warwick School District, Pennsylvania",30715,98,2285,578,7.4,1.9,28430,585,92.6,1.9
9700000US4224970,4224970,"Wayne Highlands School District, Pennsylvania",20977,430,2225,267,10.6,1.3,18752,492,89.4,1.3
9700000US4224990,4224990,"Washington School District, Pennsylvania",15489,240,1982,291,12.8,1.9,13507,370,87.2,1.9
9700000US4225080,4225080,"Wattsburg Area School District, Pennsylvania",10415,263,931,185,8.9,1.8,9484,312,91.1,1.8
9700000US4225110,4225110,"Waynesboro Area School District, Pennsylvania",31839,295,3748,626,11.8,2.0,28091,698,88.2,2.0
9700000US4225140,4225140,"Weatherly Area School District, Pennsylvania",4778,258,308,73,6.4,1.5,4470,250,93.6,1.5
9700000US4225170,4225170,"Wellsboro Area School District, Pennsylvania",11530,1303,1452,334,12.6,2.3,10078,1120,87.4,2.3
9700000US4225200,4225200,"West Allegheny School District, Pennsylvania",20406,143,959,215,4.7,1.1,19447,260,95.3,1.1
9700000US4225230,4225230,"West Branch Area School District, Pennsylvania",7434,193,804,239,10.8,3.2,6630,294,89.2,3.2
9700000US4225290,4225290,"West Chester Area School District, Pennsylvania",108084,265,6832,694,6.3,0.6,101252,747,93.7,0.6
9700000US4225440,4225440,"West Greene School District, Pennsylvania",4986,247,579,92,11.6,1.8,4407,245,88.4,1.8
9700000US4225590,4225590,"West Jefferson Hills School District, Pennsylvania",19681,211,975,246,5.0,1.2,18706,319,95.0,1.2
9700000US4225650,4225650,"West Middlesex Area School District, Pennsylvania",7372,158,1089,377,14.8,5.1,6283,421,85.2,5.1
9700000US4225680,4225680,"West Mifflin Area School District, Pennsylvania",21534,93,1851,315,8.6,1.5,19683,331,91.4,1.5
9700000US4225740,4225740,"West Perry School District, Pennsylvania",18579,347,3080,392,16.6,2.1,15499,472,83.4,2.1
9700000US4225830,4225830,"West Shore School District, Pennsylvania",58986,489,4080,554,6.9,0.9,54906,640,93.1,0.9
9700000US4225950,4225950,"Wyoming Valley West School District, Pennsylvania",41731,157,3969,510,9.5,1.2,37762,556,90.5,1.2
9700000US4225980,4225980,"West York Area School District, Pennsylvania",23317,183,1980,392,8.5,1.7,21337,414,91.5,1.7
9700000US4226010,4226010,"Mifflinburg Area School District, Pennsylvania",16346,155,2734,394,16.7,2.4,13612,429,83.3,2.4
9700000US4226040,4226040,"Western Beaver County School District, Pennsylvania",5467,112,636,137,11.6,2.4,4831,143,88.4,2.4
9700000US4226070,4226070,"Western Wayne School District, Pennsylvania",15847,418,1792,418,11.3,2.6,14055,504,88.7,2.6
9700000US4226130,4226130,"Westmont Hilltop School District, Pennsylvania",12384,192,528,165,4.3,1.4,11856,277,95.7,1.4
9700000US4226250,4226250,"Whitehall-Coplay School District, Pennsylvania",29886,129,3434,557,11.5,1.9,26452,550,88.5,1.9
9700000US4226300,4226300,"Wilkes-Barre Area School District, Pennsylvania",57931,347,6328,598,10.9,1.0,51603,659,89.1,1.0
9700000US4226370,4226370,"Wilkinsburg Borough School District, Pennsylvania",15773,63,2264,348,14.4,2.2,13509,352,85.6,2.2
9700000US4226390,4226390,"William Penn School District, Pennsylvania",41432,184,6280,687,15.2,1.7,35152,708,84.8,1.7
9700000US4226400,4226400,"Williams Valley School District, Pennsylvania",6875,303,711,140,10.3,2.0,6164,303,89.7,2.0
9700000US4226430,4226430,"Williamsburg Community School District, Pennsylvania",3830,222,452,101,11.8,2.4,3378,203,88.2,2.4
9700000US4226460,4226460,"Williamsport Area School District, Pennsylvania",41434,315,4909,561,11.8,1.4,36525,630,88.2,1.4
9700000US4226520,4226520,"Wilmington Area School District, Pennsylvania",11606,276,1541,263,13.3,2.2,10065,316,86.7,2.2
9700000US4226550,4226550,"Wilson Area School District, Pennsylvania",15351,207,1088,230,7.1,1.5,14263,321,92.9,1.5
9700000US4226580,4226580,"Wilson School District, Pennsylvania",38733,299,2532,464,6.5,1.2,36201,553,93.5,1.2
9700000US4226610,4226610,"Windber Area School District, Pennsylvania",8444,294,742,174,8.8,2.0,7702,324,91.2,2.0
9700000US4226700,4226700,"Wyalusing Area School District, Pennsylvania",8976,380,1112,168,12.4,1.8,7864,381,87.6,1.8
9700000US4226730,4226730,"Wyoming Area School District, Pennsylvania",19137,267,1366,265,7.1,1.4,17771,336,92.9,1.4
9700000US4226760,4226760,"Wyomissing Area School District, Pennsylvania",11994,295,552,154,4.6,1.3,11442,302,95.4,1.3
9700000US4226820,4226820,"York City School District, Pennsylvania",43640,99,7665,685,17.6,1.6,35975,682,82.4,1.6
9700000US4226850,4226850,"York Suburban School District, Pennsylvania",21254,420,1111,266,5.2,1.2,20143,451,94.8,1.2
9700000US4299997,4299997,"School District Not Defined, Pennsylvania",0,10,0,10,-,**,0,10,-,**
