"GeoID","ID_2","Name","Pop_Total","PopForPov","Below_Pov","Pov_Rate","PovUnder18","Pov_18to64","Pov_65Over","HH_Total","HH_SNAP","SNAP_Rate","MHI","PctWhite","PctAfrAm","PctAsian","PctMulti","PctHispLat","Median_Age","LangEngOnl","Lang_Other","MedianRent","Unemp_Rate","Pct_Disabl","Pct_Unins","HU_Total","HU_Occ","HU_Vacant","Pct_HU_Vac","Owner_Occ","Renter_Occ","Pct_Rent","HU_NoVeh","Pct_NoVeh"
"9700000US4205550",4205550,"Chambersburg Area School District, Pennsylvania",67059,65749,8090,12.3,17.9,11.5,7.8,26344,2577,9.7821135742,50346,90.8617784339,4.4170059202,1.2392072652,1.4971890425,7.9184002147,41.1,90.1,9.9,625,7.7,12.4,13.2,28746,26344,2402,8.355945175,18578,7766,29.4791982994,1612,6.1190403887
"9700000US4205640",4205640,"Charleroi School District, Pennsylvania",11972,11897,2014,16.9,29.3,15.1,10.1,5093,822,16.1397997251,40309,94.545606415,3.6084196458,0.2255262279,1.2863347812,0.9939859673,43.7,97.8,2.2,435,9.4,20.6,9.3,5839,5093,746,12.7761603014,3719,1374,26.9782053799,664,13.0375024543
"9700000US4205700",4205700,"Chartiers Valley School District, Pennsylvania",30705,30205,2273,7.5,14,6.3,5.9,13857,583,4.2072598687,58315,88.1061716333,3.0027682788,6.7480866308,1.3255170168,1.2212994626,44,89.7,10.3,748,7.3,12.9,7.3,14859,13857,1002,6.7433878458,9738,4119,29.7250487118,1061,7.6567799668
"9700000US4205730",4205730,"Chartiers-Houston School District, Pennsylvania",9173,8868,547,6.2,5.6,5.9,7.5,3647,212,5.8129969838,57195,94.2221737708,3.6956284749,0,0.8394200371,2.9543224681,46.4,96,4,595,5.5,13.9,7.9,4031,3647,384,9.5261721657,3061,586,16.0680010968,151,4.1403893611
"9700000US4205760",4205760,"Cheltenham Township School District, Pennsylvania",36849,35435,2982,8.4,10.7,8.8,4,14492,754,5.2028705493,76280,55.9770957149,31.9058861842,8.1114819941,3.1859751961,4.7328285707,40.7,84.6,15.4,965,8.2,10.4,8.6,15469,14492,977,6.3158575215,9145,5347,36.8962186034,1181,8.1493237648
"9700000US4205860",4205860,"Chester-Upland School District, Pennsylvania",41299,38210,12281,32.1,47.8,28.3,15.9,14329,5010,34.9640589015,28673,20.6566744958,73.3504443207,0.2421366135,2.2542918715,7.8888108671,30.7,90.5,9.5,661,18.6,15,14.4,17549,14329,3220,18.3486238532,5784,8545,59.6343080466,4816,33.6101612115
"9700000US4205880",4205880,"Chestnut Ridge School District, Pennsylvania",10938,10862,1066,9.8,12.8,8.4,11.1,4387,405,9.2318212902,45076,98.2080819163,0.7405375754,0.0548546352,0.6216858658,0.8868166027,43.1,97.7,2.3,459,8.6,14.8,10.6,5173,4387,786,15.1942779818,3670,717,16.3437428767,139,3.1684522453
"9700000US4205910",4205910,"Chichester School District, Pennsylvania",24649,24564,2580,10.5,15.4,9.4,7.7,9164,1051,11.468790921,59214,81.1351373281,14.6334536898,1.8499736298,1.817517952,3.5295549515,39.2,94,6,803,12.9,13.5,9.5,9828,9164,664,6.7562067562,6272,2892,31.5582714972,841,9.1772151899
"9700000US4206030",4206030,"Clairton City School District, Pennsylvania",6798,6754,1945,28.8,36.4,30.7,13.2,3216,937,29.1355721393,27442,59.1791703442,34.8779052663,0.1618122977,4.9132097676,2.2065313327,42.4,97.9,2.1,475,14.4,20,16.6,4057,3216,841,20.729603155,1808,1408,43.7810945274,962,29.9129353234
"9700000US4206060",4206060,"Clarion Area School District, Pennsylvania",8687,7058,1591,22.5,22.2,25.3,11.9,3213,563,17.5225645814,40085,92.989524577,2.7742603891,2.1986876943,1.5655577299,0.782778865,28.9,95.4,4.6,501,9.6,12.4,7.6,3923,3213,710,18.0983940862,1849,1364,42.4525365702,305,9.4926859633
"9700000US4206090",4206090,"Clarion-Limestone Area School District, Pennsylvania",7924,7873,2109,26.8,29.8,29.7,9.4,3260,444,13.6196319018,40391,97.2867238768,1.4008076729,0.1009591116,0.4795557799,0.6309944472,36,97.2,2.8,443,7.7,15,7.5,4119,3260,859,20.8545763535,2128,1132,34.7239263804,263,8.0674846626
"9700000US4206120",4206120,"Claysburg-Kimmel School District, Pennsylvania",5764,5737,963,16.8,26.2,15.3,10.1,2256,439,19.4592198582,41415,98.3171408744,0.6245662734,0,0.4510756419,1.3532269257,42.8,99.3,0.7,461,8.4,15.8,7.4,2694,2256,438,16.2583518931,1708,548,24.2907801418,158,7.0035460993
"9700000US4206150",4206150,"Clearfield Area School District, Pennsylvania",19167,18342,2497,13.6,18.3,13.2,9.9,8191,1291,15.7612013185,38485,97.0991808838,1.2051964314,0.761725883,0.6886836751,1.4921479626,42.6,97.3,2.7,422,8.7,15.9,10.2,9753,8191,1562,16.0155849482,5851,2340,28.5679404224,563,6.8733976315
"9700000US4206240",4206240,"Coatesville Area School District, Pennsylvania",63464,63080,8128,12.9,19.7,11.6,6,23497,2212,9.4139677406,65711,74.5824404387,19.8254128325,1.493760242,3.1120005042,8.0407790243,37.5,91,9,900,10.2,10.4,10.9,25225,23497,1728,6.8503468781,17286,6211,26.4331616802,1896,8.0691152062
"9700000US4206270",4206270,"Cocalico School District, Pennsylvania",23165,23037,1485,6.4,8.1,5.6,7.3,8309,554,6.6674690095,63545,96.1320958342,0.7338657457,0.5914094539,0.6388948845,3.8290524498,39,92.2,7.8,682,6,8.3,12.2,8695,8309,386,4.43933295,6762,1547,18.6183656276,308,3.7068239259
"9700000US4206360",4206360,"Columbia Borough School District, Pennsylvania",10390,10147,1968,19.4,32,15.9,11.4,4079,716,17.5533218926,41240,89.6342637151,3.8594802695,0.7122232916,3.1087584216,8.9027911453,35.8,92.1,7.9,610,10,13.1,13.7,4463,4079,384,8.6040779745,2509,1570,38.4898259377,578,14.1701397401
"9700000US4206390",4206390,"Commodore Perry School District, Pennsylvania",4093,4068,429,10.5,21,8.3,7.3,1661,169,10.1745936183,49176,99.120449548,0.024431957,0.219887613,0.513071097,0.24431957,46.5,95.5,4.5,426,9.2,16,14.1,1883,1661,222,11.7896972916,1491,170,10.2347983143,56,3.3714629741
"9700000US4206420",4206420,"Conemaugh Township Area School District, Pennsylvania",8227,8145,768,9.4,14.9,8.9,6.7,3449,233,6.7555813279,51161,98.6021636076,0.5834447551,0,0.8143916373,0.7293059438,49.2,98.3,1.7,476,6.5,15.6,6.6,3990,3449,541,13.5588972431,2994,455,13.1922296318,99,2.8703972166
"9700000US4206430",4206430,"Conemaugh Valley School District, Pennsylvania",6555,6533,586,9,13.8,8.6,5.5,2705,354,13.0868761553,42209,95.5758962624,2.4408848207,0,1.5560640732,0.2288329519,46,98.5,1.5,359,10,20.1,8.5,3099,2705,394,12.7137786383,2290,415,15.3419593346,181,6.6913123845
"9700000US4206480",4206480,"Conestoga Valley School District, Pennsylvania",33212,33013,3666,11.1,17,8.9,9.1,11877,856,7.2072072072,56326,87.8869083464,4.3327712875,3.5047573166,2.4027459954,5.8141635553,36.8,77.1,22.9,817,5.8,10.7,19.7,12242,11877,365,2.9815389642,7702,4175,35.1519744043,1276,10.7434537341
"9700000US4206550",4206550,"Conewago Valley School District, Pennsylvania",27190,26734,2410,9,15.5,7,6.9,10376,736,7.0932922128,55771,93.1408606105,1.0923133505,0.6987863185,1.8646561236,7.9440970945,41.5,92.1,7.9,679,5.4,14,10.3,10936,10376,560,5.1207022677,7933,2443,23.5447185813,483,4.6549730146
"9700000US4206590",4206590,"Conneaut School District, Pennsylvania",18048,17826,2397,13.4,21.8,12.4,7.4,7302,937,12.8321007943,43448,98.0053191489,0.4598847518,0.3047429078,1.052748227,0.3989361702,44.9,91.9,8.1,439,9.3,17.7,15.6,11402,7302,4100,35.9586037537,5998,1304,17.8581210627,572,7.8334702821
"9700000US4206660",4206660,"Connellsville Area School District, Pennsylvania",34257,33959,6214,18.3,31.4,16.5,9.3,14258,2359,16.5450974891,39259,98.210584698,0.7064249642,0.207256911,0.621770733,0.6509618472,43.5,98,2,427,8.7,17,12.1,16428,14258,2170,13.209155101,10841,3417,23.9654930565,1153,8.0866881751
"9700000US4206780",4206780,"Conrad Weiser Area School District, Pennsylvania",19362,18979,1616,8.5,12.9,7.7,6.1,7216,420,5.8203991131,61657,90.021691974,4.0336742072,2.2466687326,1.2911889268,4.8548703646,44,90.7,9.3,677,7.9,12.1,9.4,7512,7216,296,3.9403620873,5799,1417,19.6369179601,226,3.1319290466
"9700000US4206810",4206810,"Cornell School District, Pennsylvania",6757,6723,1353,20.1,36.7,16.5,13.9,3229,523,16.1969650046,34387,81.1454787628,10.80361107,0.3995856149,6.955749593,2.7822998372,41.6,94.6,5.4,479,9.9,19.8,10.8,3643,3229,414,11.3642602251,1553,1676,51.9046144317,544,16.8473211521
"9700000US4206840",4206840,"Cornwall-Lebanon School District, Pennsylvania",34846,33785,1714,5.1,6.1,4.8,4.7,13533,700,5.1725411956,63619,90.8999598232,2.0920622166,1.6529874304,1.9026574069,6.2905354991,45.8,92,8,734,5.8,9.9,8.7,14768,13533,1235,8.3626760563,10933,2600,19.2122958694,485,3.5838321141
"9700000US4206860",4206860,"Corry Area School District, Pennsylvania",14587,14414,2969,20.6,32.2,18.2,10.1,5429,1019,18.7695708234,37455,95.8524713786,0.5484335367,0.5621443751,2.5570713649,0.3907588949,39.3,93.7,6.3,437,10,15.1,13.6,6306,5429,877,13.9073897875,3867,1562,28.7714127832,559,10.2965555351
"9700000US4206930",4206930,"Coudersport Area School District, Pennsylvania",5726,5505,640,11.6,16.2,11.4,7,2337,231,9.8844672657,45391,97.293049249,0.6811037373,0.5937827454,0.97799511,1.554313657,45.7,97.2,2.8,533,4.6,17.7,9.1,3598,2337,1261,35.0472484714,1736,601,25.7167308515,159,6.8035943517
"9700000US4206960",4206960,"Council Rock School District, Pennsylvania",72604,72227,1771,2.5,1.7,2.2,4.6,26012,393,1.5108411502,110950,92.7152773952,0.619800562,4.990083191,1.4048812738,2.2188860118,45.1,87.2,12.8,1319,6.9,8.4,2.6,27006,26012,994,3.6806635562,23248,2764,10.6258649854,690,2.6526218668
"9700000US4207050",4207050,"Cranberry Area School District, Pennsylvania",9283,9191,1059,11.5,17,11.4,6.9,3979,506,12.7167630058,46384,98.0178821502,0.0215447592,0.1184961758,1.723580739,0.2800818701,48.5,98.9,1.1,418,6.8,16.2,8.1,5157,3979,1178,22.842738026,3104,875,21.9904498618,198,4.9761246544
"9700000US4207080",4207080,"Crawford Central School District, Pennsylvania",30605,28793,4603,16,23.7,16.1,6.3,12833,2237,17.4316216006,41810,93.8833523934,3.1008005228,0.7645809508,2.0682894952,1.3004411044,41.2,96.7,3.3,457,8.8,16.4,10.2,14738,12833,1905,12.9257701181,8183,4650,36.234707395,1231,9.5924569469
"9700000US4207110",4207110,"Cumberland Valley School District, Pennsylvania",55573,54812,2115,3.9,5.3,3.6,3.1,22764,624,2.7411702688,78894,91.711802494,1.2506073093,4.5705648426,1.3657711479,2.8575027441,44.1,91.8,8.2,817,5.3,10,4.4,23422,22764,658,2.8093245666,18610,4154,18.2481110525,1064,4.6740467405
"9700000US4207140",4207140,"Curwensville Area School District, Pennsylvania",7295,7185,969,13.5,20.7,13,7.9,2998,442,14.7431621081,39694,99.136394791,0.2193283071,0,0.1096641535,0.8498971899,44.8,98.6,1.4,365,8.5,16.3,8.4,3414,2998,416,12.1851200937,2425,573,19.1127418279,178,5.9372915277
"9700000US4207200",4207200,"Dallas School District, Pennsylvania",20574,19345,1346,7,7,6.8,7.5,7998,376,4.7011752938,62432,97.0545348498,0.4228638087,0.90405366,1.2248468941,1.5359191212,43.2,96.4,3.6,565,6.3,11,6.1,8583,7998,585,6.8157986718,6239,1759,21.9929982496,400,5.0012503126
"9700000US4207230",4207230,"Dallastown Area School District, Pennsylvania",41050,40553,3164,7.8,11.7,7.3,4.3,16840,924,5.486935867,62048,92.5602923264,2.9573690621,1.8124238733,1.6151035323,2.9963459196,42.3,94.9,5.1,766,7.7,11.1,7.8,17775,16840,935,5.2601969058,11975,4865,28.8895486936,558,3.3135391924
"9700000US4207290",4207290,"Daniel Boone Area School District, Pennsylvania",21278,21075,1046,5,5.4,5.3,2.6,7593,374,4.9255893586,77261,92.800075195,3.6187611618,0.8412444779,1.884575618,2.1571576276,40.1,96.4,3.6,770,9.4,10.9,6.6,7787,7593,194,2.4913317067,6347,1246,16.4098511787,273,3.5954168313
"9700000US4207320",4207320,"Danville Area School District, Pennsylvania",18935,18322,1829,10,15.1,9.5,6.2,7623,630,8.2644628099,52118,94.8508053868,1.5104304199,2.3501452337,0.734090309,2.0491153948,44.2,93.8,6.2,545,7.2,13.4,7.5,8422,7623,799,9.487057706,5625,1998,26.2101534829,482,6.3229699593
"9700000US4207530",4207530,"Delaware Valley School District, Pennsylvania",29016,28747,2357,8.2,9.4,8.2,6.6,10716,894,8.3426651736,63582,93.5828508409,1.5922249793,0.3859939344,2.5399779432,7.5923628343,43.7,91,9,871,13.7,13.1,10.2,14740,10716,4024,27.2998643148,9041,1675,15.6308324001,448,4.180664427
"9700000US4207540",4207540,"Deer Lakes School District, Pennsylvania",14290,14158,909,6.4,8.6,5.9,5.7,5831,366,6.2767964329,58013,97.1938418474,1.1476557033,0.3289013296,0.9237228831,0.4478656403,44.1,98.9,1.1,492,6.9,12.5,7.7,6309,5831,478,7.5764780472,4866,965,16.5494769336,347,5.9509518093
"9700000US4207560",4207560,"Derry Area School District, Pennsylvania",17724,17371,2602,15,24.6,14.6,6.4,7326,947,12.9265629266,42889,97.1620401715,1.2299706613,0.1184834123,1.201760325,0.5077860528,45,98.6,1.4,464,7.5,19.5,8.1,8189,7326,863,10.5385272927,5479,1847,25.2115752116,605,8.2582582583
"9700000US4207590",4207590,"Derry Township School District, Pennsylvania",24709,24431,2644,10.8,6.6,13.7,4.8,10026,444,4.4284859366,63960,85.713707556,3.4036181149,6.5320328625,1.9507062204,4.3911125501,40.6,87.5,12.5,819,4,12.2,7.1,10866,10026,840,7.7305356157,6271,3755,37.4526231797,563,5.6153999601
"9700000US4207650",4207650,"Donegal School District, Pennsylvania",21118,20970,2149,10.2,16.4,8.7,6.7,8257,728,8.8167615357,57999,92.3193484231,2.9737664552,1.1459418506,2.5617956246,4.1670612747,37.2,95.4,4.6,730,8.6,11,8,9003,8257,746,8.2861268466,5860,2397,29.0299140124,473,5.7284728109
"9700000US4207680",4207680,"Dover Area School District, Pennsylvania",25745,25628,1731,6.8,8.1,5.9,8.2,10164,783,7.7036599764,54048,92.1654690231,3.1501262381,0.5865216547,3.5035929307,2.4470771023,40.5,97,3,637,8.5,12.7,10.1,10532,10164,368,3.4941131789,8139,2025,19.9232585596,358,3.5222353404
"9700000US4207710",4207710,"Downingtown Area School District, Pennsylvania",69237,68798,2035,3,1.5,3.3,4.9,24928,570,2.2865853659,104535,87.7132169216,3.4461342924,6.8229414908,1.415428167,2.3513439346,39.5,89.2,10.8,987,5.6,6.5,4.3,25700,24928,772,3.0038910506,20618,4310,17.2897946085,1112,4.4608472401
"9700000US4207830",4207830,"DuBois Area School District, Pennsylvania",30854,30296,4648,15.3,22.6,15,7.7,12744,1773,13.9124293785,42246,97.928955727,0.2787320931,0.5671873987,0.9431516173,2.0678032022,42.7,96.3,3.7,453,9.8,13.4,11.6,15162,12744,2418,15.9477641472,9172,3572,28.028876334,1349,10.5853735091
"9700000US4207980",4207980,"Dunmore School District, Pennsylvania",14031,13279,1419,10.7,19.4,9.4,6.3,5845,493,8.4345594525,47967,95.5099422707,0.8695032428,2.5942555769,0.7269617276,3.8913833654,40.6,92.1,7.9,550,7.3,12.9,6,6257,5845,412,6.5846252198,3232,2613,44.7048759624,458,7.8357570573
"9700000US4208010",4208010,"Duquesne City School District, Pennsylvania",5581,5575,2103,37.7,54.5,36.8,11.7,2437,994,40.7878539188,20152,35.4058412471,54.2017559577,0.3225228454,9.9086185271,0.5375380756,38.6,97.4,2.6,438,27.8,28.4,10.9,3287,2437,850,25.8594463036,1061,1376,56.4628641773,983,40.3364792778
"9700000US4208060",4208060,"East Allegheny School District, Pennsylvania",15002,14910,2659,17.8,31.9,15.8,10.5,7122,1466,20.5841055883,35946,81.1825089988,16.1511798427,0.4999333422,1.993067591,0.6999066791,43.9,97.8,2.2,504,7.1,16.8,10.2,8212,7122,1090,13.2732586459,4369,2753,38.6548722269,1004,14.0971637181
"9700000US4208280",4208280,"Forest Area School District, Pennsylvania",8127,5234,807,15.4,26.5,15.7,9.4,2227,270,12.1239335429,37536,77.6424264796,18.0386366433,0.3199212502,1.501168943,5.3771379353,42.8,94.3,5.7,365,7.3,28.4,10.5,9715,2227,7488,77.0766855378,1875,352,15.8060170633,104,4.6699595869
"9700000US4208460",4208460,"Eastern Lebanon County School District, Pennsylvania",21020,20659,1494,7.2,9.3,7.4,4,7859,549,6.9856215804,55741,95.6707897241,0.5280685062,0.4138915319,1.3986679353,3.8962892483,39.8,93.4,6.6,626,8.2,10.6,16.5,8216,7859,357,4.3451801363,6179,1680,21.3767654918,494,6.2857869958
"9700000US4208490",4208490,"East Lycoming School District, Pennsylvania",10156,10101,1172,11.6,20.2,9.3,8.4,3940,327,8.2994923858,53380,98.6313509256,0.6006301694,0.1673887357,0.1575423395,0.4726270185,42.1,98.1,1.9,476,9.7,12.7,7.6,4412,3940,472,10.6980961015,3256,684,17.3604060914,106,2.6903553299
"9700000US4208550",4208550,"East Penn School District, Pennsylvania",54892,54514,3236,5.9,8.9,5.3,3.9,21242,794,3.7378777893,69883,90.7982948335,2.2061502587,3.9532172266,2.1241710996,5.5818698535,41.8,90.1,9.9,913,7.2,10.2,7.3,22056,21242,814,3.6906057309,17085,4157,19.5697203653,756,3.5589869127
"9700000US4208580",4208580,"East Pennsboro Area School District, Pennsylvania",20325,19759,1533,7.8,9.8,7,8.3,8262,519,6.281771968,59890,87.9311193112,1.864698647,6.4747847478,2.6174661747,3.6211562116,39.6,88.9,11.1,698,6.2,11.8,8,8621,8262,359,4.164250087,5597,2665,32.2561123215,411,4.9745824256
"9700000US4208670",4208670,"East Stroudsburg Area School District, Pennsylvania",47734,45549,6123,13.4,16.8,13.7,5.9,16301,2269,13.9193914484,58322,75.4326056899,15.9446097122,2.2290191478,3.645200486,16.5730925546,38.5,82.8,17.2,851,14.7,13.6,13,24389,16301,8088,33.1624912871,12529,3772,23.1396846819,917,5.6254217533
"9700000US4208790",4208790,"Eastern York School District, Pennsylvania",19925,19793,1844,9.3,17.5,8,3.1,8143,785,9.6401817512,56755,95.4479297365,1.4253450439,0.3011292346,2.3437892095,2.4642409034,42.2,96.8,3.2,723,7.2,13.4,7.7,8636,8143,493,5.7086614173,6096,2047,25.138155471,317,3.8929141594
"9700000US4208820",4208820,"Eastern Lancaster County School District, Pennsylvania",32441,32160,3196,9.9,16.1,7.2,8.5,10835,468,4.3193354868,56772,94.2819271909,2.2872291236,2.4351900373,0.3699022841,2.857495145,36.4,75.4,24.6,683,5.5,10.3,24.3,11147,10835,312,2.7989593613,7781,3054,28.1864328565,1448,13.3640978311
"9700000US4208850",4208850,"Easton Area School District, Pennsylvania",64049,60179,6878,11.4,16.1,10.6,7.4,23352,2583,11.0611510791,61294,77.473496854,10.60750363,3.5863167263,4.5043638464,13.1883401771,38.6,85.4,14.6,785,10.2,11.7,10.1,25593,23352,2241,8.7563005509,16632,6720,28.7769784173,2086,8.932853717
"9700000US4209090",4209090,"Elizabeth Forward School District, Pennsylvania",18012,17960,1216,6.8,9.2,6.8,4.4,7638,639,8.3660644148,53527,97.496113702,1.304685765,0.1054852321,0.7272929158,1.0548523207,46.3,97.6,2.4,538,10.1,13.4,6.7,8355,7638,717,8.5816876122,6322,1316,17.2296412673,393,5.1453260016
"9700000US4209120",4209120,"Elizabethtown Area School District, Pennsylvania",30283,27543,1935,7,6.1,7.2,7.6,11206,684,6.1038729252,58207,95.9151999472,1.2119010666,0.7165736552,1.0170722848,2.5261697982,38.9,96.7,3.3,732,5.9,9.7,6.7,11745,11206,539,4.589186888,7684,3522,31.4295912904,762,6.7999286097
"9700000US4209150",4209150,"Elk Lake School District, Pennsylvania",7911,7842,1045,13.3,19.7,11.7,9.7,2977,279,9.3718508566,52288,98.0533434458,0.2907344204,0.1011250158,1.1250158008,2.5660472759,41.2,96.9,3.1,538,4.9,14.7,12.3,3926,2977,949,24.1721854305,2342,635,21.3301981861,102,3.4262680551
"9700000US4209240",4209240,"Ellwood City Area School District, Pennsylvania",14009,13960,1567,11.2,17.7,9.9,9.1,6020,942,15.6478405316,43764,96.459418945,0.6067528018,0.528231851,2.1057891356,0.8565921907,44.9,97.3,2.7,467,7.3,14.3,10.3,6633,6020,613,9.2416704357,4517,1503,24.9667774086,452,7.5083056478
"9700000US4209270",4209270,"Ephrata Area School District, Pennsylvania",33448,33093,2481,7.5,10.4,6.8,5.9,13149,839,6.3807133622,55196,93.9278880651,0.7982540062,1.8566132504,1.0553695288,3.0166228175,37.4,88.4,11.6,654,5.5,10.2,13.6,13451,13149,302,2.2451862315,9128,4021,30.5802722641,801,6.0917180014
"9700000US4209300",4209300,"Erie City School District, Pennsylvania",101333,96375,26827,27.8,41.2,25.5,14.3,40894,10783,26.3681713699,33049,76.3512379975,15.6651831092,2.0398093415,3.7598807891,6.7164694621,33.6,89.4,10.6,492,11.6,18,10.8,45264,40894,4370,9.6544715447,21420,19474,47.6206778501,7992,19.5432092728
"9700000US4209360",4209360,"Everett Area School District, Pennsylvania",9464,9383,1436,15.3,23.8,14.4,9.7,4047,672,16.604892513,41025,97.886728656,0.2218934911,0.5705832629,1.1411665258,0.8347421809,45.8,98.8,1.2,413,8.8,19,12.6,5001,4047,954,19.076184763,3229,818,20.2125030887,221,5.4608351866
"9700000US4209480",4209480,"Exeter Township School District, Pennsylvania",27377,27065,1325,4.9,5.4,4.9,4.1,10211,466,4.5637058075,73049,90.7184863206,4.5330021551,1.9359316214,1.8920992074,2.9623406509,40.9,93.9,6.1,885,7.1,8.5,5.8,10725,10211,514,4.7925407925,8799,1412,13.8282244638,175,1.7138380178
"9700000US4209540",4209540,"Fairfield Area School District, Pennsylvania",7904,7839,313,4,4.8,3.5,5.1,2970,100,3.367003367,70417,97.153340081,0.6705465587,0.4301619433,0.5440283401,1.7079959514,43.5,97.4,2.6,677,5.1,13.5,6.4,3312,2970,342,10.3260869565,2714,256,8.6195286195,144,4.8484848485
"9700000US4209570",4209570,"Fairview School District, Pennsylvania",10157,9678,587,6.1,12.7,4.6,2.7,3705,222,5.991902834,72537,97.3614256178,1.0829969479,0.0590725608,1.2897509107,2.648419809,46.3,95.4,4.6,563,7.5,10.4,2.1,3949,3705,244,6.1787794378,3251,454,12.2537112011,204,5.5060728745
"9700000US4209600",4209600,"Karns City Area School District, Pennsylvania",10713,10398,1459,14,22,12.8,8.4,4031,572,14.1900272885,49071,97.405021936,0.9147764398,0.0746756277,0.8307663586,1.1201344161,43.8,97.9,2.1,438,9.5,16.7,9.9,4692,4031,661,14.0878090367,3313,718,17.8119573307,253,6.2763582238
"9700000US4209660",4209660,"Fannett-Metal School District, Pennsylvania",4552,4522,697,15.4,21.9,15.5,3,1617,76,4.7000618429,44290,98.7917398946,0.6151142355,0.0659050967,0.5272407733,0.6370826011,38,82.6,17.4,463,7,11.9,27.9,2094,1617,477,22.7793696275,1360,257,15.8936301793,141,8.719851577
"9700000US4209690",4209690,"Farrell Area School District, Pennsylvania",5685,5599,1565,28,43.2,25.3,13.6,2369,565,23.8497256226,29471,45.3649956025,48.8302550572,1.5831134565,4.0281442392,1.5127528584,40,97.4,2.6,409,15.7,20.5,9.7,2922,2369,553,18.9253935661,1571,798,33.685099198,440,18.573237653
"9700000US4209750",4209750,"Ferndale Area School District, Pennsylvania",5162,5155,945,18.3,31.5,15.8,6.8,2187,426,19.4787379973,38317,94.2076714452,3.1964354901,0.3874467261,2.0922123208,1.4722975591,40.3,97.6,2.4,392,9.1,16.9,7.7,2524,2187,337,13.351822504,1492,695,31.7786922725,233,10.6538637403
"9700000US4209780",4209780,"Fleetwood Area School District, Pennsylvania",16685,16637,1177,7.1,11.4,5.9,5.1,6382,365,5.7192102789,65374,96.7995205274,0.617320947,0.689241834,0.78513635,4.1594246329,41.9,93.4,6.6,679,5.5,10.5,7.8,6592,6382,210,3.1856796117,5165,1217,19.0692572861,220,3.4471952366
"9700000US4209870",4209870,"Forbes Road School District, Pennsylvania",2923,2907,293,10.1,10.2,9.6,11.3,1202,96,7.9866888519,46894,98.5973315087,0.0684228532,0.0684228532,0.2736914129,0.3763256928,45.9,98.7,1.3,426,7.2,17.7,11.1,1366,1202,164,12.0058565154,1006,196,16.306156406,51,4.2429284526
"9700000US4209930",4209930,"Forest City Regional School District, Pennsylvania",5834,5721,766,13.4,22.2,11.8,10,2379,192,8.0706179067,48168,98.217346589,0.0857044909,0.6856359273,0.6856359273,2.0740486802,48.1,96.3,3.7,464,10.6,14.7,10.3,3469,2379,1090,31.4211588354,1799,580,24.3799915931,140,5.884825557
"9700000US4209940",4209940,"Forest Hills School District, Pennsylvania",12562,12515,1230,9.8,15.4,8.5,8.4,5027,496,9.8667197135,49690,98.7740805604,0,0,0.151249801,1.4408533673,45.3,97.9,2.1,367,5.7,16.7,7.8,5578,5027,551,9.8780925063,4351,676,13.4473841257,264,5.2516411379
"9700000US4209960",4209960,"Fort Cherry School District, Pennsylvania",8598,8581,621,7.2,9.6,7.7,2.8,3443,348,10.1074644206,53181,98.0344266108,0.5117469179,0.3256571296,0.7908816004,1.011863224,44.5,98.3,1.7,483,6.1,12.8,8.9,3744,3443,301,8.0395299145,2504,939,27.2727272727,214,6.2155097299
"9700000US4209990",4209990,"Fort LeBoeuf School District, Pennsylvania",14282,14209,864,6.1,7.1,5.2,7.9,5599,356,6.358278264,52732,97.0592354012,1.2953367876,0.0770200252,1.1903094805,0.6861784064,44.2,98.1,1.9,503,4.1,17.1,7.6,5882,5599,283,4.8112886773,4915,684,12.2164672263,250,4.4650830505
"9700000US4210070",4210070,"Fox Chapel Area School District, Pennsylvania",28829,28531,2381,8.3,9,8.7,6.1,11631,990,8.5117358783,70704,89.149814423,2.4142356655,4.6550348607,2.8270144646,2.0916438309,44.7,89.9,10.1,615,6.3,10.5,4.8,12651,11631,1020,8.0626037467,8389,3242,27.873785573,1107,9.5176683002
"9700000US4210110",4210110,"North Schuylkill School District, Pennsylvania",16661,15076,1666,11.1,15.2,10.8,7.7,6541,929,14.2027212964,43849,93.3077246264,4.6575835784,0.3361142789,0.6842326391,3.0790468759,43.4,95.2,4.8,410,9.4,19,9.1,7638,6541,1097,14.3623985336,5187,1354,20.7001987464,614,9.3869438924
"9700000US4210115",4210115,"North Star School District, Pennsylvania",9125,9073,972,10.7,16.1,8.5,12.4,3618,426,11.7744610282,44659,98.7726027397,0.2301369863,0,0.7123287671,0.3726027397,47.1,98.5,1.5,331,7.3,18.8,9,4256,3618,638,14.9906015038,2975,643,17.7722498618,188,5.1962410171
"9700000US4210200",4210200,"Franklin Area School District, Pennsylvania",16481,16016,2379,14.9,23,14,9,6876,1075,15.634089587,41844,95.9286451065,1.5654389904,0.3640555792,1.9962380923,1.5715065833,45.6,97.7,2.3,438,8.5,18.7,9.7,7886,6876,1010,12.8075069744,4998,1878,27.312390925,727,10.5730075625
"9700000US4210230",4210230,"Franklin Regional School District, Pennsylvania",23259,22997,1043,4.5,5.9,3.7,5.7,9460,381,4.0274841438,82439,94.7633174255,0.3482522894,3.8092781289,0.9286727718,1.3199191711,47.1,93.5,6.5,551,5.4,9.2,4.2,10110,9460,650,6.4292779426,8103,1357,14.3446088795,357,3.7737843552
