"GeoID","ID_2","Name","Pop_Total","PopForPov","Below_Pov","Pov_Rate","PovUnder18","Pov_18to64","Pov_65Over","HH_Total","HH_SNAP","SNAP_Rate","MHI","PctWhite","PctAfrAm","PctAsian","PctMulti","PctHispLat","Median_Age","LangEngOnl","Lang_Other","MedianRent","Unemp_Rate","Pct_Disabl","Pct_Unins","HU_Total","HU_Occ","HU_Vacant","Pct_HU_Vac","Owner_Occ","Renter_Occ","Pct_Rent","HU_NoVeh","Pct_NoVeh"
"9700000US4210350",4210350,"Frazier School District, Pennsylvania",8312,8275,1301,15.7,25.4,14.6,8.7,3364,489,14.5362663496,45640,97.0283926853,1.0948026949,0,1.8768046198,0.384985563,45.2,98.3,1.7,399,8.6,15,8,3745,3364,381,10.173564753,2759,605,17.9845422117,166,4.9346016647
"9700000US4210380",4210380,"Freedom Area School District, Pennsylvania",11071,11025,1232,11.2,20.3,9.8,6.6,4723,541,11.4545839509,50536,95.7817721976,2.1407280282,0.7406738325,1.2374672568,0.252913016,46.3,95.8,4.2,604,8.1,13.8,7.4,5092,4723,369,7.2466614297,3705,1018,21.5540969723,350,7.4105441457
"9700000US4210440",4210440,"Freeport Area School District, Pennsylvania",11664,11585,803,6.9,8.1,7,5,4621,336,7.27115343,62795,99.2455418381,0.1886145405,0,0.4715363512,1.0802469136,44.2,97.9,2.1,533,7.4,11.8,6.5,4969,4621,348,7.0034212115,3913,708,15.3213590132,146,3.159489288
"9700000US4210530",4210530,"Galeton Area School District, Pennsylvania",2960,2946,505,17.1,23.1,18.2,8.9,1268,240,18.927444795,40213,97.4662162162,0.1689189189,0.5405405405,1.2162162162,0.1689189189,48,99.6,0.4,452,12.1,19.6,15.9,3414,1268,2146,62.8588166374,956,312,24.6056782334,101,7.9652996845
"9700000US4210590",4210590,"Garnet Valley School District, Pennsylvania",28662,26787,1016,3.8,4.6,3.2,4.3,10272,221,2.1514797508,91893,87.6003070267,5.7288395785,4.6716907404,1.8282045914,1.4653548252,44.4,93.1,6.9,1637,5.8,11.6,2.9,10849,10272,577,5.3184625311,8121,2151,20.9404205607,745,7.2527258567
"9700000US4210620",4210620,"Gateway School District, Pennsylvania",31656,31124,2550,8.2,10.4,7.5,8.3,14128,1135,8.0336919592,53907,79.0118776851,12.7495577458,4.9753601213,2.653525398,1.408895628,45.2,91.5,8.5,717,7.5,14.3,8.7,15421,14128,1293,8.3846702548,9210,4918,34.8103057758,1012,7.1630804077
"9700000US4210650",4210650,"General McLane School District, Pennsylvania",17431,16090,2399,14.9,12.3,17.7,4.6,6722,700,10.4135673907,48980,96.7815960071,1.1990132523,1.0383798979,0.636796512,1.7669668981,33.5,96.2,3.8,564,7.1,11.2,9.2,7384,6722,662,8.9653304442,4634,2088,31.0621838738,279,4.1505504314
"9700000US4210710",4210710,"Gettysburg Area School District, Pennsylvania",27587,23789,3062,12.9,24.7,11.2,5.6,10197,847,8.306364617,60069,89.1688113967,3.4364012035,1.5224562294,2.7404212129,5.8107079421,41.8,93.1,6.9,647,6,13.3,9.2,11124,10197,927,8.3333333333,7156,3041,29.8224968128,550,5.3937432578
"9700000US4210740",4210740,"Girard School District, Pennsylvania",11183,11135,865,7.8,11.9,7,5,4306,532,12.3548536925,47091,98.4530090316,0.3487436287,0,0.8852722883,1.4665116695,42.7,97.5,2.5,455,7.8,16.8,8.3,4723,4306,417,8.829134025,3451,855,19.856014863,216,5.0162563864
"9700000US4210830",4210830,"Glendale School District, Pennsylvania",5643,5552,972,17.5,26.1,16.4,11.7,2205,421,19.0929705215,37247,99.0607832713,0.3898635478,0.0354421407,0.3721424774,0.7797270955,45.3,99,1,344,11.8,20,12.2,2735,2205,530,19.3784277879,1827,378,17.1428571429,108,4.8979591837
"9700000US4210860",4210860,"Governor Mifflin School District, Pennsylvania",30951,30372,2001,6.6,7.5,6.1,7.4,12970,821,6.3299922899,58864,87.8969984815,2.138864657,2.045168169,2.4522632548,9.3987270201,42.8,88.1,11.9,785,5.4,11.9,4.9,13415,12970,445,3.3171822587,9458,3512,27.0778720123,614,4.734001542
"9700000US4210870",4210870,"Great Valley School District, Pennsylvania",29975,28570,1095,3.8,2.8,4.3,3.4,10902,171,1.5685195377,101942,86.058381985,3.9199332777,7.0758965805,1.4311926606,5.0909090909,42.2,85,15,1227,4.7,6.2,7.5,11376,10902,474,4.1666666667,8751,2151,19.7303247111,236,2.1647404146
"9700000US4210920",4210920,"Greensburg Salem School District, Pennsylvania",26047,25142,3435,13.7,23.5,12.8,7.5,11929,1679,14.0749434152,42436,93.3543210351,2.6836103966,0.8830191577,2.890927938,1.1287288363,43.8,97.5,2.5,521,6.8,15.4,8.9,13457,11929,1528,11.3546852939,7083,4846,40.6236901668,1385,11.6103613044
"9700000US4210950",4210950,"Greater Johnstown School District, Pennsylvania",27440,27238,7741,28.4,48.6,26.4,15.9,13089,3786,28.92505157,28414,83.6844023324,9.8688046647,0.5867346939,5.389941691,2.3943148688,46.2,96.5,3.5,362,13.6,22.6,12.3,15797,13089,2708,17.1424954105,7559,5530,42.2492168997,3120,23.8368095347
"9700000US4210980",4210980,"Greater Latrobe School District, Pennsylvania",31156,29627,2679,9,13.8,8.2,6.4,12514,1132,9.0458686271,50261,97.656952112,0.8890743356,0.3979971755,0.7831557324,0.8922839902,45.3,97,3,479,6.2,14.1,5.5,13854,12514,1340,9.6722968096,9552,2962,23.669490171,924,7.3837302222
"9700000US4211010",4211010,"Greencastle-Antrim School District, Pennsylvania",19031,18809,1245,6.6,5.4,6.6,8.6,7393,257,3.4762613283,62002,95.5125847302,2.648310651,0.5937680626,0.9983710788,2.1648888655,40.6,96.6,3.4,668,5.3,10.2,9.6,7683,7393,290,3.7745672263,5809,1584,21.4256729339,180,2.4347355607
"9700000US4211160",4211160,"Greenville Area School District, Pennsylvania",10697,9696,1515,15.6,25.7,15.2,6.6,4267,652,15.2800562456,41052,94.7648873516,2.9821445265,0.420678695,0.6450406656,1.9164251659,43.1,96.1,3.9,423,12.3,17.3,9.8,4704,4267,437,9.2899659864,2827,1440,33.7473634872,263,6.1635809702
"9700000US4211190",4211190,"Greenwood School District, Pennsylvania",5290,5233,344,6.6,7.2,6.3,6.7,2102,161,7.6593720266,55200,97.5047258979,0.4536862004,0.1890359168,1.2287334594,1.5311909263,43.9,96.7,3.3,501,6.4,15.6,8.7,2391,2102,289,12.08699289,1709,393,18.6964795433,74,3.5204567079
"9700000US4211220",4211220,"Grove City Area School District, Pennsylvania",17489,14139,1010,7.1,6.9,7.4,6.6,6047,613,10.1372581445,49583,94.1849162331,2.8532220253,1.4694951112,1.3951626737,1.0292183658,34.8,96.1,3.9,529,5.6,9.8,6.2,6469,6047,422,6.5234193848,4423,1624,26.8562923764,344,5.6887712915
"9700000US4211310",4211310,"Halifax Area School District, Pennsylvania",7916,7809,812,10.4,19.8,7.8,7.3,3086,227,7.3558003889,54556,97.9282465892,0.5179383527,0.5432036382,0.8337544214,0.7705912077,43.9,98.1,1.9,514,8.8,10.1,8.8,3373,3086,287,8.5087459235,2450,636,20.6092028516,146,4.7310434219
"9700000US4211340",4211340,"Hamburg Area School District, Pennsylvania",17523,17299,1663,9.6,16.7,8.3,6.4,6948,519,7.469775475,56700,95.4802259887,2.3511955715,0.3994749757,0.3481139074,3.0474233864,44.5,94.3,5.7,615,8.4,13.8,9.1,7442,6948,494,6.6380005375,5384,1564,22.5100748417,391,5.6275187104
"9700000US4211400",4211400,"Hampton Township School District, Pennsylvania",18386,18341,731,4,4.5,3.5,4.8,7004,165,2.3557966876,84417,95.8011530512,0.3861633852,3.1056238442,0.2719460459,0.8974219515,45.1,94.7,5.3,915,5,7.3,3.7,7499,7004,495,6.6008801173,6099,905,12.9211878926,271,3.8692175899
"9700000US4211420",4211420,"Hanover Area School District, Pennsylvania",15401,15272,2361,15.5,26.3,14.4,8.9,6758,1146,16.9576797869,38807,96.9547431985,1.6167781313,0.2727095643,0.9025387962,1.9024738653,44.8,97.1,2.9,443,8,17.2,8.9,7420,6758,662,8.9218328841,4688,2070,30.630364013,770,11.3939035218
"9700000US4211450",4211450,"Hanover Public School District, Pennsylvania",15332,15117,1928,12.8,21.3,11.3,7.3,6571,729,11.0942017958,45110,91.5470910514,1.0827028437,1.134881294,2.5110879207,6.9397338899,40,92.3,7.7,617,8.4,13.6,11.9,7051,6571,480,6.8075450291,3721,2850,43.3723938518,667,10.1506619997
"9700000US4211490",4211490,"Harbor Creek School District, Pennsylvania",17250,15407,1223,7.9,5.6,9,6.9,5935,309,5.2064026959,62988,95.2231884058,2.3536231884,1.1536231884,0.915942029,2.0347826087,39.9,95.8,4.2,587,9.9,12.9,5.4,6251,5935,316,5.0551911694,4932,1003,16.899747262,368,6.200505476
"9700000US4211520",4211520,"Harmony Area School District, Pennsylvania",2301,2263,372,16.4,23,16.1,10.5,878,170,19.3621867882,37222,98.3920034767,0,0.4780530204,1.0430247718,0.2172968275,44.8,98.5,1.5,335,12.8,20.5,13.1,1128,878,250,22.1631205674,733,145,16.5148063781,36,4.1002277904
"9700000US4211580",4211580,"Harrisburg City School District, Pennsylvania",49395,48821,15611,32,47.9,26.5,23,20726,6189,29.8610440992,34216,34.9225630125,50.0536491548,3.3647130276,5.2778621318,18.6111954651,32.6,81.3,18.7,614,15.8,16.7,17.1,25418,20726,4692,18.459359509,8451,12275,59.2251278587,5562,26.8358583422
"9700000US4211610",4211610,"Hatboro-Horsham School District, Pennsylvania",33634,33175,1646,5,3.5,5,7.6,12408,461,3.7153449387,80596,89.3530356187,3.0088600821,5.7739192484,1.3052268538,4.2189451151,39.2,88.9,11.1,969,8.7,8.3,5.7,13068,12408,660,5.0505050505,9348,3060,24.6615087041,480,3.8684719536
"9700000US4211670",4211670,"Haverford Township School District, Pennsylvania",48598,47024,1742,3.7,4.2,3.2,4.9,17659,245,1.3873945297,94501,91.1786493271,2.6091608708,4.2388575662,1.4918309395,1.6955430265,40.8,89.8,10.2,979,5.7,7.5,4.3,18271,17659,612,3.3495703574,15059,2600,14.7233705193,878,4.9719689677
"9700000US4211700",4211700,"Hazleton Area School District, Pennsylvania",73310,71856,12097,16.8,30,14.3,9.1,29341,4824,16.4411574248,41454,87.3509753103,2.7145000682,0.7038603192,1.8005729096,20.2428045287,41.9,79.5,20.5,531,10.4,15.3,12.4,34379,29341,5038,14.654294773,20235,9106,31.0350703793,3165,10.7869534099
"9700000US4211730",4211730,"Saucon Valley School District, Pennsylvania",16670,16572,831,5,6.3,4.7,4.9,6500,289,4.4461538462,68912,98.0983803239,0.2459508098,0.8038392322,0.1559688062,5.0089982004,46.1,93.6,6.4,769,9.4,11.5,8,7031,6500,531,7.5522685251,5421,1079,16.6,397,6.1076923077
"9700000US4211760",4211760,"Hempfield Area School District, Pennsylvania",50928,47662,3358,7,8.5,7.1,5.3,20418,1732,8.4827113331,54887,95.7744266415,1.9537386114,0.6656456173,1.0249764373,1.6297518065,44.7,96.3,3.7,540,6.1,11.9,6.2,22060,20418,1642,7.4433363554,16081,4337,21.2410618082,1185,5.8037026153
"9700000US4211790",4211790,"Hempfield School District, Pennsylvania",47249,46845,3140,6.7,5.3,7.5,5.4,18514,1257,6.7894566274,68005,90.9902855087,2.2624817456,3.0371013143,1.743952253,8.969502,41.8,91.2,8.8,789,7.3,9.8,5.2,19255,18514,741,3.8483510776,14603,3911,21.1245543913,523,2.824889273
"9700000US4211820",4211820,"Hermitage School District, Pennsylvania",16262,15979,1231,7.7,11.8,8,3.9,7237,751,10.3772281332,51265,94.354937892,3.4989546181,0.5103923257,1.2667568565,1.2729061616,48.8,96.9,3.1,617,7.5,14.6,4.6,7908,7237,671,8.4850784016,5259,1978,27.3317673069,459,6.3424070748
"9700000US4211880",4211880,"Highlands School District, Pennsylvania",20669,20476,2929,14.3,24,13.3,7.1,8764,1194,13.6239160201,42859,91.8331801248,5.2397309981,0.4886545067,2.2497459964,0.3386714403,43.4,97.4,2.6,508,9.5,17.6,11.5,9943,8764,1179,11.857588253,5642,3122,35.6230031949,1215,13.8635326335
"9700000US4211940",4211940,"Hollidaysburg Area School District, Pennsylvania",27075,26027,2381,9.1,14.1,8.6,6.1,11301,909,8.0435359703,51075,97.4552169898,0.5207756233,0.8753462604,1.1117266851,0.5983379501,47.6,96.7,3.3,619,4.8,14.1,6.7,12018,11301,717,5.9660509236,8449,2852,25.2367047164,636,5.6278205469
"9700000US4212030",4212030,"Hopewell Area School District, Pennsylvania",18064,17776,833,4.7,5.6,3.8,6.7,7485,521,6.9605878424,60244,96.5400797166,2.0205934455,0.0719663419,0.9909211692,1.7880868025,46.1,97.3,2.7,582,5.4,12,7.4,7917,7485,432,5.4566123532,6208,1277,17.0607882432,395,5.2772211089
"9700000US4212090",4212090,"Huntingdon Area School District, Pennsylvania",20424,15427,1688,10.9,13.6,10.7,8.9,6866,995,14.4916982231,44800,86.0311398355,10.8891500196,0.6218174696,1.8409714062,2.526439483,40,94.7,5.3,416,6.2,14.5,8.2,8670,6866,1804,20.8073817762,4898,1968,28.6629769881,588,8.5639382464
"9700000US4212150",4212150,"Indiana Area School District, Pennsylvania",32991,28111,6726,23.9,11.9,30.3,7.3,12837,1244,9.6907377113,40285,89.5153223606,5.8349246764,2.4552150587,1.2457943075,1.312479161,29,95.3,4.7,598,9.6,10.8,7.7,14193,12837,1356,9.5540054957,7174,5663,44.1146685363,1416,11.0306146296
"9700000US4212170",4212170,"Interboro School District, Pennsylvania",23605,23296,1949,8.4,12.3,6.8,9.8,9376,694,7.4018771331,57188,90.9298877356,3.8805337852,1.8301207371,3.0163101038,2.5248887947,39.7,93.4,6.6,787,8.2,12.7,9.9,10181,9376,805,7.9068853747,6317,3059,32.6258532423,817,8.7137372014
"9700000US4212210",4212210,"Iroquois School District, Pennsylvania",7278,7056,581,8.2,11.8,7.6,5.5,2684,345,12.8539493294,54160,95.1772464963,1.4427040396,1.1679032701,1.8274251168,3.1464688101,35.9,93.9,6.1,568,8.6,12.7,8.5,3038,2684,354,11.6524028966,2112,572,21.3114754098,164,6.1102831595
"9700000US4212300",4212300,"Jamestown Area School District, Pennsylvania",4502,4442,612,13.8,21.5,12.5,9.7,1794,280,15.607580825,43837,98.8005330964,0,0,1.1328298534,0.4664593514,46.9,93.3,6.7,460,7.8,16.9,14.7,2979,1794,1185,39.778449144,1516,278,15.4960981048,127,7.0791527313
"9700000US4212330",4212330,"Jeannette City School District, Pennsylvania",9530,9512,1489,15.7,28,13.6,10.1,4448,839,18.8624100719,38791,88.3945435467,5.4144805876,0.4826862539,5.0786988458,0.6505771249,43.9,97.1,2.9,459,6.3,18,9.5,5083,4448,635,12.492622467,2842,1606,36.1061151079,536,12.0503597122
"9700000US4212390",4212390,"Jefferson-Morgan School District, Pennsylvania",6084,6059,778,12.8,18.6,11.2,12.3,2529,392,15.5001977066,44263,95.1347797502,3.5009861933,0.6903353057,0.6738987508,0.6738987508,45.4,98.3,1.7,454,6.3,22,8.7,2788,2529,259,9.2898134864,2047,482,19.0589165678,153,6.0498220641
"9700000US4212420",4212420,"Jenkintown School District, Pennsylvania",4426,4426,341,7.7,6.6,7.5,9.6,1936,0,0,64342,92.8377767736,3.4794396746,0.3840939901,2.0334387709,3.3212833258,44.5,90.3,9.7,976,3.8,8.1,7.2,1998,1936,62,3.1031031031,1350,586,30.2685950413,223,11.5185950413
"9700000US4212480",4212480,"Jersey Shore Area School District, Pennsylvania",18674,18508,1898,10.3,16.1,8.9,6.1,7068,708,10.0169779287,51214,98.7201456571,0.3105922673,0.1606511728,0.5944093392,0.7979008247,39.7,97.1,2.9,505,7.8,12.6,10.5,8736,7068,1668,19.0934065934,5501,1567,22.1703452179,417,5.8998302207
"9700000US4212540",4212540,"Jim Thorpe Area School District, Pennsylvania",15796,15739,1531,9.7,17.1,7.4,7.9,5914,433,7.3216097396,56661,92.9918966827,2.3043808559,1.2344897442,1.4877184097,6.3813623702,43.2,92.9,7.1,694,11.6,15.3,13.7,11297,5914,5383,47.6498185359,4949,965,16.317213392,372,6.2901589449
"9700000US4212570",4212570,"Johnsonburg Area School District, Pennsylvania",4708,4704,575,12.2,26.9,9.7,3.2,2061,219,10.6259097525,41675,99.2141036534,0.212404418,0.4672897196,0,1.0620220901,45.5,96.6,3.4,367,7.8,17.4,5.5,2730,2061,669,24.5054945055,1614,447,21.6885007278,158,7.6661814653
"9700000US4212600",4212600,"Juniata County School District, Pennsylvania",24081,23726,2834,11.9,18.2,10.1,9.6,9027,854,9.4605073668,46102,97.346455712,0.8554462024,0.3861965865,0.7225613554,2.653544288,41.7,93.2,6.8,435,7.6,14.1,13.9,10721,9027,1694,15.800764854,6867,2160,23.9282153539,571,6.3254680403
"9700000US4212630",4212630,"Juniata Valley School District, Pennsylvania",5349,5322,536,10.1,15.6,7.8,11.3,2155,195,9.0487238979,46983,99.027855674,0.0747803328,0.4486819966,0.2991213311,1.065619742,42.3,98.3,1.7,435,5.9,14.3,10.7,2552,2155,397,15.5564263323,1756,399,18.5150812065,91,4.222737819
"9700000US4212660",4212660,"Kane Area School District, Pennsylvania",7377,7187,1000,13.9,23.3,12.7,7.3,3239,424,13.0904600185,42087,97.0584248339,0.0135556459,0.4337806696,1.9791243053,1.2471194252,44.1,97.7,2.3,379,10.8,18.5,10.1,4395,3239,1156,26.3026166098,2346,893,27.5702377277,285,8.7990120408
"9700000US4212690",4212690,"Kennett Consolidated School District, Pennsylvania",27277,27117,1970,7.3,12,5.8,5.3,9786,274,2.7999182506,97401,91.7512922975,2.7935623419,1.3601202478,2.1666605565,23.4923195366,40.7,75.1,24.9,889,4,7.3,15.4,10216,9786,430,4.2090837901,6807,2979,30.4414469651,642,6.5603923973
"9700000US4212720",4212720,"Keystone School District, Pennsylvania",7508,7480,875,11.7,17,11.4,6.5,3050,285,9.3442622951,44375,99.0010655301,0.4128929142,0.1198721364,0.4661694193,0.3729355354,43.2,96.5,3.5,386,6.6,15.9,11.9,3440,3050,390,11.3372093023,2432,618,20.262295082,193,6.3278688525
"9700000US4212725",4212725,"Keystone Central School District, Pennsylvania",37114,34430,5736,16.7,22.6,17.2,7,14064,1998,14.2064846416,41909,96.3571698012,1.476531767,0.3718273428,1.5331141887,1.1100932263,38,94.3,5.7,518,7.6,14.6,10.8,18385,14064,4321,23.5028555888,9958,4106,29.1951080774,1259,8.9519340159
"9700000US4212750",4212750,"Keystone Oaks School District, Pennsylvania",20676,20618,1726,8.4,14.2,7.1,8.2,9632,849,8.8143687708,53826,93.1901721803,1.3590636487,3.7192880635,1.5138324628,2.3747339911,41.2,90.1,9.9,647,5,12,8.1,10266,9632,634,6.1757256965,6139,3493,36.2645348837,1097,11.3891196013
"9700000US4212840",4212840,"Kiski Area School District, Pennsylvania",28841,28612,2575,9,8.9,9.8,6.6,11943,1380,11.5548857071,47888,96.446031691,2.5415207517,0.1421587324,0.6830553726,0.6657189418,46.7,98.1,1.9,464,7.6,15.9,8.7,13001,11943,1058,8.1378355511,9351,2592,21.703089676,911,7.6278991878
"9700000US4212930",4212930,"Kutztown Area School District, Pennsylvania",18719,14812,2024,13.7,8.3,17.5,4.4,5898,289,4.8999660902,60773,92.1309899033,3.3869330627,0.7906405257,1.4637534056,4.3752337197,28.2,92,8,690,14.1,8.6,7.1,6455,5898,557,8.6289697909,4313,1585,26.8735164463,347,5.8833502882
"9700000US4212990",4212990,"Lackawanna Trail School District, Pennsylvania",8741,8352,884,10.6,18.8,8.9,5.6,3274,268,8.1857055589,54470,97.6204095641,0.9609884453,0.2860084659,0.7550623498,1.750371811,41.9,97.6,2.4,585,6.7,13.3,6.8,3844,3274,570,14.8283038502,2691,583,17.8069639585,130,3.9706780696
"9700000US4213020",4213020,"Lake-Lehman School District, Pennsylvania",16973,14803,1464,9.9,14.5,8.7,8.5,5848,394,6.7373461012,60653,90.4141872386,6.8461674424,0.4124197254,1.0840747069,2.2152830967,43.4,95.1,4.9,535,5.6,12.8,7.4,7039,5848,1191,16.9200170479,5086,762,13.0300957592,124,2.1203830369
"9700000US4213050",4213050,"Lakeland School District, Pennsylvania",12437,12382,1097,8.9,9.6,9,7.8,5148,428,8.3139083139,49071,97.909463697,0.4100667364,0.4502693576,1.2060786363,1.7528342848,46,96.1,3.9,507,6.6,14,7.9,5718,5148,570,9.9685204617,4245,903,17.5407925408,263,5.1087801088
"9700000US4213080",4213080,"Lakeview School District, Pennsylvania",8459,8430,1319,15.6,28.8,13.4,6.5,3351,336,10.0268576544,48685,98.6050360563,0.3310083934,0.0472869133,0.9339165386,0.3428301218,44.5,91.9,8.1,421,7.7,15.3,15,3803,3351,452,11.8853536682,2823,528,15.7564905998,270,8.0572963295
"9700000US4213110",4213110,"Lampeter-Strasburg School District, Pennsylvania",22941,22552,1221,5.4,6.2,4.7,6.1,8671,296,3.4136777765,67129,95.8153524258,1.2379582407,1.0723159409,1.6564229981,2.0269386688,45.6,93.1,6.9,1178,7,11.8,9,8987,8671,316,3.5161900523,6341,2330,26.8711797947,653,7.5308499596
"9700000US4213140",4213140,"Lancaster School District, Pennsylvania",75291,70569,18706,26.5,40.3,23.6,11.2,28559,7265,25.4385657761,36193,66.0875801889,14.3669230054,3.0043431486,4.5530010227,35.3548232857,32,67,33,645,14.5,14.8,13.7,30799,28559,2240,7.2729634079,13382,15177,53.1426170384,5301,18.5615742848
"9700000US4213290",4213290,"Homer-Center School District, Pennsylvania",6447,6447,835,13,23.9,10.6,8,2588,410,15.8423493045,42711,99.565689468,0.0465332713,0,0,1.8303086707,43.2,98.2,1.8,501,8.4,17.7,9.9,2773,2588,185,6.6714749369,1998,590,22.7975270479,118,4.5595054096
"9700000US4213320",4213320,"Laurel Highlands School District, Pennsylvania",23389,22753,3155,13.9,18.9,14.3,7.2,9544,1770,18.5456831517,41784,95.023301552,2.3045021164,0.2992859891,1.9154303305,0.850827312,45.7,97.3,2.7,444,8.6,18.1,10.8,10411,9544,867,8.3277302853,6738,2806,29.4006705784,697,7.3030176027
"9700000US4213380",4213380,"Laurel School District, Pennsylvania",8031,8008,719,9,14.1,7.8,6.1,3095,299,9.6607431341,51282,99.4147677749,0,0,0.5852322251,0.846718964,43.6,98.1,1.9,422,8.7,11.2,8.8,3410,3095,315,9.2375366569,2583,512,16.5428109855,164,5.2988691438
"9700000US4213440",4213440,"Lebanon School District, Pennsylvania",26416,26247,7648,29.1,45.4,25.2,12.6,10311,2749,26.6608476384,33806,68.9922774076,3.921865536,0.6056935191,6.1288612962,33.3737129013,33.3,74.7,25.3,538,14.2,15.4,14.1,11405,10311,1094,9.5922840859,4706,5605,54.3594219765,2283,22.1414023858
"9700000US4213470",4213470,"Leechburg Area School District, Pennsylvania",5982,5971,799,13.4,21.4,12.4,7.8,2639,364,13.7931034483,44574,97.3253092611,0.4680708793,0.6686726847,1.270478101,0.3176195252,44.4,97.7,2.3,456,9.6,16.5,5.3,2867,2639,228,7.9525636554,2062,577,21.864342554,260,9.8522167488
"9700000US4213500",4213500,"Lehighton Area School District, Pennsylvania",17935,17609,1928,10.9,17.1,10.6,5.1,7018,684,9.7463664862,51006,96.9724003345,1.327014218,0.1561193198,1.2991357681,1.7396152774,44.5,95.7,4.3,556,9.4,16.9,10.1,7697,7018,679,8.8216188125,5339,1679,23.9241949273,532,7.580507267
"9700000US4213590",4213590,"Lewisburg Area School District, Pennsylvania",19005,13370,1782,13.3,18.2,14.8,4.7,6171,500,8.1024145195,48903,86.1299657985,6.3404367272,2.3835832676,2.4888187319,5.3617469087,34.9,91,9,620,8,11.3,7,6723,6171,552,8.2106202588,3936,2235,36.2177929023,435,7.049100632
"9700000US4213710",4213710,"Ligonier Valley School District, Pennsylvania",15651,15455,1461,9.5,13.2,9.4,6.7,6864,606,8.8286713287,48482,98.5240559709,0.1980704108,0.0255574724,0.210849147,1.0670244713,48.1,97.5,2.5,477,7.4,15.1,9,8204,6864,1340,16.3334958557,5489,1375,20.0320512821,389,5.6672494172
"9700000US4213770",4213770,"Penn Cambria School District, Pennsylvania",17103,12867,1720,13.4,16.8,13.1,9.7,5234,572,10.9285441345,45887,89.5281529556,8.2207799801,0.3391217915,1.1752324154,2.9585452845,37.9,94.5,5.5,420,8.3,13.6,8.4,5857,5234,623,10.6368448011,4071,1163,22.2200993504,334,6.3813526939
"9700000US4213980",4213980,"Littlestown Area School District, Pennsylvania",15000,14960,759,5.1,7.7,4.6,2.9,5663,346,6.1098357761,62906,97.94,0.46,0.3266666667,0.7466666667,1.8333333333,42.1,98,2,625,5.8,11.7,6.4,5915,5663,252,4.2603550296,4383,1280,22.6028606746,238,4.2027194067
"9700000US4214100",4214100,"Lower Dauphin School District, Pennsylvania",24888,24750,1655,6.7,6.4,7.3,4.3,9422,374,3.9694332414,67605,94.3547090968,1.518804243,1.4946962392,1.8844423015,3.0255544841,42.6,95.6,4.4,652,5.6,12.7,6.1,10005,9422,583,5.8270864568,7440,1982,21.0358734876,335,3.5555083846
"9700000US4214160",4214160,"Lower Merion School District, Pennsylvania",62298,59248,3081,5.2,1.5,6.4,6.2,23957,572,2.3876111366,111823,85.2948730296,5.4576390895,6.3677806671,2.4912517256,3.7352724004,43.2,85.4,14.6,1219,5.2,7,3.2,25798,23957,1841,7.1362121095,18042,5915,24.6900697082,1422,5.9356346788
"9700000US4214190",4214190,"Lower Moreland Township School District, Pennsylvania",13055,12915,697,5.4,6.4,4.8,5.9,4524,104,2.2988505747,100260,88.1194944466,1.0111068556,9.9578705477,0.9115281501,0.9881271543,44.8,77.1,22.9,706,5.5,10.1,3,4673,4524,149,3.1885298523,3866,658,14.5446507515,168,3.7135278515
"9700000US4214250",4214250,"Methacton School District, Pennsylvania",35371,33377,1020,3.1,2.9,3.2,2.8,12251,294,2.3998040976,97061,80.8176189534,5.8041898731,11.5348732012,1.444686325,2.7169149869,40.9,85,15,1107,4.9,9.3,3.9,12899,12251,648,5.0236452438,9514,2737,22.341033385,451,3.6813321362
"9700000US4214310",4214310,"Loyalsock Township School District, Pennsylvania",11109,10386,728,7,11.5,5.8,7,5125,247,4.8195121951,47160,93.3657394905,2.1244036367,2.8445404627,0.9721847151,0.8551624809,54.5,94.9,5.1,577,5,14.9,6.4,5402,5125,277,5.1277304702,3930,1195,23.3170731707,391,7.6292682927
"9700000US4214430",4214430,"Mahanoy Area School District, Pennsylvania",11556,7973,1425,17.9,26.8,14.3,18.4,3319,620,18.6803253992,35768,78.6517826237,17.8002769124,0.3461405331,2.4489442714,4.8459674628,39.3,93.4,6.6,478,12.2,21.2,10.2,4214,3319,895,21.2387280494,2632,687,20.6990057246,411,12.3832479663
"9700000US4214460",4214460,"Line Mountain School District, Pennsylvania",8685,8644,946,10.9,22.9,7.9,7.7,3634,256,7.0445789763,48102,98.4801381693,0.3339090386,0.3914795625,0.2187679908,0.4835924007,45.6,96,4,441,7.1,13.5,8.9,4211,3634,577,13.7022085015,2973,661,18.18932306,224,6.1640066043
"9700000US4214550",4214550,"Manheim Central School District, Pennsylvania",24456,24180,1326,5.5,5.7,4.9,7.2,9415,376,3.9936271907,62301,95.4285246974,0.9363755316,1.0508668629,1.7051030422,4.4733398757,43.3,95.1,4.9,779,6.1,9.5,9.4,9731,9415,316,3.2473538177,7468,1947,20.6797663303,419,4.4503451938
"9700000US4214580",4214580,"Manheim Township School District, Pennsylvania",38450,37268,1676,4.5,7,4.3,1.9,15243,683,4.4807452601,67341,89.5604681404,2.1300390117,4.1508452536,1.8049414824,8.2340702211,44.3,89.3,10.7,924,6.1,9.6,5,15900,15243,657,4.1320754717,11238,4005,26.2743554418,799,5.2417503116
